Comunidad Autónoma,Provincia,año,cob_100mbps
Cataluña,Tarragona,2019,0.6344517465356281
Cataluña,Tarragona,2020,0.7392302910685274
Cataluña,Tarragona,2021,0.8229911045985595
Cataluña,Tarragona,2022,0.8892889223063146
Cataluña,Tarragona,2023,0.9388057578729107
Cataluña,Tarragona,2024,0.9486167483088407
Aragón,Teruel,2013,0.015207867662795272
Aragón,Teruel,2014,0.030889851643568608
Aragón,Teruel,2015,0.2154470282253489
Aragón,Teruel,2016,0.25305789519687144
Aragón,Teruel,2017,0.41678136350158845
Aragón,Teruel,2018,0.4847848624331595
Aragón,Teruel,2019,0.5249842975033226
Aragón,Teruel,2020,0.5874888248870302
Aragón,Teruel,2021,0.5113369045752065
Aragón,Teruel,2022,0.6711012267968399
Aragón,Teruel,2023,0.827140708597352
Aragón,Teruel,2024,0.75111359031361
Castilla-La Mancha,Toledo,2013,0.21123032774265735
Castilla-La Mancha,Toledo,2014,0.21639513600509402
Castilla-La Mancha,Toledo,2015,0.25125700151989144
Castilla-La Mancha,Toledo,2016,0.2911367923667615
Castilla-La Mancha,Toledo,2017,0.4607595719235029
Castilla-La Mancha,Toledo,2018,0.6138170505242493
Castilla-La Mancha,Toledo,2019,0.6559375972150934
Castilla-La Mancha,Toledo,2020,0.7671344497775756
Castilla-La Mancha,Toledo,2021,0.9418502076948134
Castilla-La Mancha,Toledo,2022,0.9472287853207229
Castilla-La Mancha,Toledo,2023,0.9608799472825227
Castilla-La Mancha,Toledo,2024,0.9573688812630954
Comunitat Valenciana,Valencia/València,2013,0.7780874935670761
Comunitat Valenciana,Valencia/València,2014,0.7797027651248379
Comunitat Valenciana,Valencia/València,2015,0.7995041492126506
Comunitat Valenciana,Valencia/València,2016,0.8117379605802055
Comunitat Valenciana,Valencia/València,2017,0.8457224921331893
Comunitat Valenciana,Valencia/València,2018,0.8696370155260997
Comunitat Valenciana,Valencia/València,2019,0.9030659096843068
Comunitat Valenciana,Valencia/València,2020,0.9292752345209555
Comunitat Valenciana,Valencia/València,2021,0.9204463427209766
Comunitat Valenciana,Valencia/València,2022,0.9265445409647576
Comunitat Valenciana,Valencia/València,2023,0.9577343867189904
Comunitat Valenciana,Valencia/València,2024,0.9619095991311107
Castilla Y León,Valladolid,2013,0.6765530450502651
Castilla Y León,Valladolid,2014,0.6857440802489185
Castilla Y León,Valladolid,2015,0.6900220966431859
Castilla Y León,Valladolid,2016,0.7390633361383513
Castilla Y León,Valladolid,2017,0.7743500143508653
Castilla Y León,Valladolid,2018,0.8358271131270077
Castilla Y León,Valladolid,2019,0.8290725093144353
Castilla Y León,Valladolid,2020,0.8849453152389279
Castilla Y León,Valladolid,2021,0.9047205928839872
Castilla Y León,Valladolid,2022,0.9286719719036138
Castilla Y León,Valladolid,2023,0.9396599165465019
Castilla Y León,Valladolid,2024,0.9683317383042761
Castilla Y León,Zamora,2013,0.4403839461745668
Castilla Y León,Zamora,2014,0.44050133202796815
Castilla Y León,Zamora,2015,0.4430040356035641
Castilla Y León,Zamora,2016,0.44288482507609706
Castilla Y León,Zamora,2017,0.44579644749904324
Castilla Y León,Zamora,2018,0.4921960433562051
Castilla Y León,Zamora,2019,0.5177447273461762
Castilla Y León,Zamora,2020,0.5558186415103649
Castilla Y León,Zamora,2021,0.5351768196519741
Castilla Y León,Zamora,2022,0.7222632356043028
Castilla Y León,Zamora,2023,0.8472276205921379
Castilla Y León,Zamora,2024,0.8950914405234367
Aragón,Zaragoza,2013,0.5440501664306042
Aragón,Zaragoza,2014,0.7057676567553307
Aragón,Zaragoza,2015,0.7374117694866325
Aragón,Zaragoza,2016,0.7678884397322118
Aragón,Zaragoza,2017,0.8427500757389721
Aragón,Zaragoza,2018,0.8779230095667244
Aragón,Zaragoza,2019,0.8721229980571734
Aragón,Zaragoza,2020,0.9072547730924186
Aragón,Zaragoza,2021,0.8592886474096721
Aragón,Zaragoza,2022,0.8622552774259599
Aragón,Zaragoza,2023,0.927433216662223
Aragón,Zaragoza,2024,0.914999151631695
Castilla Y León,Ávila,2013,0.2742692355744458
Castilla Y León,Ávila,2014,0.27838048645655344
Castilla Y León,Ávila,2015,0.28149699180773774
Castilla Y León,Ávila,2016,0.3310604433072931
Castilla Y León,Ávila,2017,0.39790598347125644
Castilla Y León,Ávila,2018,0.4110506131551878
Castilla Y León,Ávila,2019,0.442271108061521
Castilla Y León,Ávila,2020,0.5718982366883395
Castilla Y León,Ávila,2021,0.5943151209106412
Castilla Y León,Ávila,2022,0.6674642551344757
Castilla Y León,Ávila,2023,0.7432810212847647
Castilla Y León,Ávila,2024,0.7954644779300395
