Comunidad Autónoma,Provincia,año,cob_100mbps
CASTILLA Y LEÓN,Salamanca,2016,0.5935377282691814
CASTILLA Y LEÓN,Salamanca,2017,0.6314951372055876
CASTILLA Y LEÓN,Salamanca,2018,0.6568725342799522
CASTILLA Y LEÓN,Salamanca,2019,0.6733039190623054
CASTILLA Y LEÓN,Salamanca,2020,0.7265201799541001
CASTILLA Y LEÓN,Salamanca,2021,0.6623322377719741
CASTILLA Y LEÓN,Salamanca,2022,0.688663735583379
CASTILLA Y LEÓN,Salamanca,2023,0.7834509705066801
CASTILLA Y LEÓN,Salamanca,2024,0.852069045072254
CANARIAS,Santa Cruz De Tenerife,2013,0.31805978555093
CANARIAS,Santa Cruz De Tenerife,2014,0.3325656816621253
CANARIAS,Santa Cruz De Tenerife,2015,0.44251134404572356
CANARIAS,Santa Cruz De Tenerife,2016,0.5204068098848029
CANARIAS,Santa Cruz De Tenerife,2017,0.5995203437354744
CANARIAS,Santa Cruz De Tenerife,2018,0.7322247617195279
CANARIAS,Santa Cruz De Tenerife,2019,0.7576662769261315
CANARIAS,Santa Cruz De Tenerife,2020,0.8356774601451528
CANARIAS,Santa Cruz De Tenerife,2021,0.9270939328574085
CANARIAS,Santa Cruz De Tenerife,2022,0.9412328378283125
CANARIAS,Santa Cruz De Tenerife,2023,0.9195895570441609
CANARIAS,Santa Cruz De Tenerife,2024,0.9436263107570667
CASTILLA Y LEÓN,Segovia,2013,0.28819096398332317
CASTILLA Y LEÓN,Segovia,2014,0.2909310996559438
CASTILLA Y LEÓN,Segovia,2015,0.2952477567582863
CASTILLA Y LEÓN,Segovia,2016,0.32952976151521035
CASTILLA Y LEÓN,Segovia,2017,0.4261166292428053
CASTILLA Y LEÓN,Segovia,2018,0.5083248642216979
CASTILLA Y LEÓN,Segovia,2019,0.527249235154176
CASTILLA Y LEÓN,Segovia,2020,0.7011466929252739
CASTILLA Y LEÓN,Segovia,2021,0.7087089287895444
CASTILLA Y LEÓN,Segovia,2022,0.7862146056663102
CASTILLA Y LEÓN,Segovia,2023,0.8558870387293475
CASTILLA Y LEÓN,Segovia,2024,0.8900420124021257
ANDALUCÍA,Sevilla,2013,0.4882991242058349
ANDALUCÍA,Sevilla,2014,0.6078063503444249
ANDALUCÍA,Sevilla,2015,0.6394214734573334
ANDALUCÍA,Sevilla,2016,0.6852127366968206
ANDALUCÍA,Sevilla,2017,0.8054159342548756
ANDALUCÍA,Sevilla,2018,0.872260152248492
ANDALUCÍA,Sevilla,2019,0.920929240137587
ANDALUCÍA,Sevilla,2020,0.9262130345707311
ANDALUCÍA,Sevilla,2021,0.9276710774609569
ANDALUCÍA,Sevilla,2022,0.934928597344006
ANDALUCÍA,Sevilla,2023,0.9644046042019864
ANDALUCÍA,Sevilla,2024,0.9725456423996164
CASTILLA Y LEÓN,Soria,2013,0.4547132575713174
CASTILLA Y LEÓN,Soria,2014,0.4519870080032358
CASTILLA Y LEÓN,Soria,2015,0.4548770503541739
CASTILLA Y LEÓN,Soria,2016,0.4707428263208424
CASTILLA Y LEÓN,Soria,2017,0.5114814036050234
CASTILLA Y LEÓN,Soria,2018,0.5804665269941263
CASTILLA Y LEÓN,Soria,2019,0.5487135315854581
CASTILLA Y LEÓN,Soria,2020,0.656414926579
CASTILLA Y LEÓN,Soria,2021,0.6007989674881692
CASTILLA Y LEÓN,Soria,2022,0.6353193407316271
CASTILLA Y LEÓN,Soria,2023,0.6967704743097548
CASTILLA Y LEÓN,Soria,2024,0.688000293301722
CATALUÑA,Tarragona,2013,0.23525593039838752
CATALUÑA,Tarragona,2014,0.2300723329168078
CATALUÑA,Tarragona,2015,0.32038444255271764
CATALUÑA,Tarragona,2016,0.3870098744412136
CATALUÑA,Tarragona,2017,0.503375928001012
CATALUÑA,Tarragona,2018,0.5978240647854108
CATALUÑA,Tarragona,2019,0.6344517465356281
CATALUÑA,Tarragona,2020,0.7392302910685274
CATALUÑA,Tarragona,2021,0.8229911045985595
CATALUÑA,Tarragona,2022,0.8892889223063146
CATALUÑA,Tarragona,2023,0.9388057578729107
CATALUÑA,Tarragona,2024,0.9486167483088407
ARAGÓN,Teruel,2013,0.015207867662795272
ARAGÓN,Teruel,2014,0.030889851643568608
ARAGÓN,Teruel,2015,0.2154470282253489
ARAGÓN,Teruel,2016,0.25305789519687144
ARAGÓN,Teruel,2017,0.41678136350158845
ARAGÓN,Teruel,2018,0.4847848624331595
ARAGÓN,Teruel,2019,0.5249842975033226
ARAGÓN,Teruel,2020,0.5874888248870302
ARAGÓN,Teruel,2021,0.5113369045752065
ARAGÓN,Teruel,2022,0.6711012267968399
ARAGÓN,Teruel,2023,0.827140708597352
ARAGÓN,Teruel,2024,0.75111359031361
CASTILLA-LA MANCHA,Toledo,2013,0.21123032774265735
CASTILLA-LA MANCHA,Toledo,2014,0.21639513600509402
CASTILLA-LA MANCHA,Toledo,2015,0.25125700151989144
CASTILLA-LA MANCHA,Toledo,2016,0.2911367923667615
CASTILLA-LA MANCHA,Toledo,2017,0.4607595719235029
CASTILLA-LA MANCHA,Toledo,2018,0.6138170505242493
CASTILLA-LA MANCHA,Toledo,2019,0.6559375972150934
CASTILLA-LA MANCHA,Toledo,2020,0.7671344497775756
CASTILLA-LA MANCHA,Toledo,2021,0.9418502076948134
CASTILLA-LA MANCHA,Toledo,2022,0.9472287853207229
CASTILLA-LA MANCHA,Toledo,2023,0.9608799472825227
CASTILLA-LA MANCHA,Toledo,2024,0.9573688812630954
COMUNITAT VALENCIANA,Valencia/València,2013,0.7780874935670761
COMUNITAT VALENCIANA,Valencia/València,2014,0.7797027651248379
COMUNITAT VALENCIANA,Valencia/València,2015,0.7995041492126506
COMUNITAT VALENCIANA,Valencia/València,2016,0.8117379605802055
COMUNITAT VALENCIANA,Valencia/València,2017,0.8457224921331893
COMUNITAT VALENCIANA,Valencia/València,2018,0.8696370155260997
COMUNITAT VALENCIANA,Valencia/València,2019,0.9030659096843068
COMUNITAT VALENCIANA,Valencia/València,2020,0.9292752345209555
COMUNITAT VALENCIANA,Valencia/València,2021,0.9204463427209766
COMUNITAT VALENCIANA,Valencia/València,2022,0.9265445409647576
COMUNITAT VALENCIANA,Valencia/València,2023,0.9577343867189904
COMUNITAT VALENCIANA,Valencia/València,2024,0.9619095991311107
CASTILLA Y LEÓN,Valladolid,2013,0.6765530450502651
CASTILLA Y LEÓN,Valladolid,2014,0.6857440802489185
CASTILLA Y LEÓN,Valladolid,2015,0.6900220966431859
CASTILLA Y LEÓN,Valladolid,2016,0.7390633361383513
CASTILLA Y LEÓN,Valladolid,2017,0.7743500143508653
CASTILLA Y LEÓN,Valladolid,2018,0.8358271131270077
CASTILLA Y LEÓN,Valladolid,2019,0.8290725093144353
CASTILLA Y LEÓN,Valladolid,2020,0.8849453152389279
CASTILLA Y LEÓN,Valladolid,2021,0.9047205928839872
CASTILLA Y LEÓN,Valladolid,2022,0.9286719719036138
CASTILLA Y LEÓN,Valladolid,2023,0.9396599165465019
CASTILLA Y LEÓN,Valladolid,2024,0.9683317383042761
CASTILLA Y LEÓN,Zamora,2013,0.4403839461745668
CASTILLA Y LEÓN,Zamora,2014,0.44050133202796815
CASTILLA Y LEÓN,Zamora,2015,0.4430040356035641
CASTILLA Y LEÓN,Zamora,2016,0.44288482507609706
CASTILLA Y LEÓN,Zamora,2017,0.44579644749904324
CASTILLA Y LEÓN,Zamora,2018,0.4921960433562051
CASTILLA Y LEÓN,Zamora,2019,0.5177447273461762
CASTILLA Y LEÓN,Zamora,2020,0.5558186415103649
CASTILLA Y LEÓN,Zamora,2021,0.5351768196519741
CASTILLA Y LEÓN,Zamora,2022,0.7222632356043028
CASTILLA Y LEÓN,Zamora,2023,0.8472276205921379
CASTILLA Y LEÓN,Zamora,2024,0.8950914405234367
ARAGÓN,Zaragoza,2013,0.5440501664306042
ARAGÓN,Zaragoza,2014,0.7057676567553307
ARAGÓN,Zaragoza,2015,0.7374117694866325
ARAGÓN,Zaragoza,2016,0.7678884397322118
ARAGÓN,Zaragoza,2017,0.8427500757389721
ARAGÓN,Zaragoza,2018,0.8779230095667244
ARAGÓN,Zaragoza,2019,0.8721229980571734
ARAGÓN,Zaragoza,2020,0.9072547730924186
ARAGÓN,Zaragoza,2021,0.8592886474096721
ARAGÓN,Zaragoza,2022,0.8622552774259599
ARAGÓN,Zaragoza,2023,0.927433216662223
ARAGÓN,Zaragoza,2024,0.914999151631695
CASTILLA Y LEÓN,Ávila,2013,0.2742692355744458
CASTILLA Y LEÓN,Ávila,2014,0.27838048645655344
CASTILLA Y LEÓN,Ávila,2015,0.28149699180773774
CASTILLA Y LEÓN,Ávila,2016,0.3310604433072931
CASTILLA Y LEÓN,Ávila,2017,0.39790598347125644
CASTILLA Y LEÓN,Ávila,2018,0.4110506131551878
CASTILLA Y LEÓN,Ávila,2019,0.442271108061521
CASTILLA Y LEÓN,Ávila,2020,0.5718982366883395
CASTILLA Y LEÓN,Ávila,2021,0.5943151209106412
CASTILLA Y LEÓN,Ávila,2022,0.6674642551344757
CASTILLA Y LEÓN,Ávila,2023,0.7432810212847647
CASTILLA Y LEÓN,Ávila,2024,0.7954644779300395
