provincia,anyo,compraventas_vivienda,poblacion_provincia,viajeros,pernoctaciones,compraventas_per_capita
Ceuta,2017,1314.0,41925.0,,,0.031342
Ceuta,2018,1272.0,85144.0,,,0.014939
Ceuta,2018,1272.0,43177.0,,,0.02946
Ceuta,2018,1272.0,41967.0,,,0.03031
Ceuta,2019,2502.0,84777.0,,,0.029513
Ceuta,2019,2502.0,42912.0,,,0.058305
Ceuta,2019,2502.0,41865.0,,,0.059764
Ceuta,2020,969.0,84202.0,,,0.011508
Ceuta,2020,969.0,42542.0,,,0.022777
Ceuta,2020,969.0,41660.0,,,0.02326
Ceuta,2021,924.0,83517.0,,,0.011064
Ceuta,2021,924.0,42208.0,,,0.021892
Ceuta,2021,924.0,41309.0,,,0.022368
Ceuta,2022,1494.0,,,,
Ceuta,2023,1359.0,,,,
Ceuta,2024,1731.0,,,,
Ciudad Real,1996,,478672.0,,,
Ciudad Real,1996,,234355.0,,,
Ciudad Real,1996,,244317.0,,,
Ciudad Real,1998,,479474.0,,,
Ciudad Real,1998,,234972.0,,,
Ciudad Real,1998,,244502.0,,,
Ciudad Real,1999,,479087.0,1773770.0,10260.0,
Ciudad Real,1999,,234828.0,1773770.0,10260.0,
Ciudad Real,1999,,244259.0,1773770.0,10260.0,
Ciudad Real,2000,,476633.0,1815846.0,9801.0,
Ciudad Real,2000,,233538.0,1815846.0,9801.0,
Ciudad Real,2000,,243095.0,1815846.0,9801.0,
Ciudad Real,2001,,478581.0,1923498.0,81459.0,
Ciudad Real,2001,,234988.0,1923498.0,81459.0,
Ciudad Real,2001,,243593.0,1923498.0,81459.0,
Ciudad Real,2002,,484338.0,1895685.0,78979.0,
Ciudad Real,2002,,238380.0,1895685.0,78979.0,
Ciudad Real,2002,,245958.0,1895685.0,78979.0,
Ciudad Real,2003,,487670.0,1961463.0,79968.0,
Ciudad Real,2003,,240603.0,1961463.0,79968.0,
Ciudad Real,2003,,247067.0,1961463.0,79968.0,
Ciudad Real,2004,,492914.0,1993368.0,82375.0,
Ciudad Real,2004,,243698.0,1993368.0,82375.0,
Ciudad Real,2004,,249216.0,1993368.0,82375.0,
Ciudad Real,2005,,500060.0,2292480.0,84478.0,
Ciudad Real,2005,,247795.0,2292480.0,84478.0,
Ciudad Real,2005,,252265.0,2292480.0,84478.0,
Ciudad Real,2006,,506864.0,2237639.0,88286.0,
Ciudad Real,2006,,251565.0,2237639.0,88286.0,
Ciudad Real,2006,,255299.0,2237639.0,88286.0,
Ciudad Real,2007,23595.0,510122.0,2506933.0,98394.0,0.046254
Ciudad Real,2007,23595.0,253473.0,2506933.0,98394.0,0.093087
Ciudad Real,2007,23595.0,256649.0,2506933.0,98394.0,0.091935
Ciudad Real,2008,22680.0,522343.0,2516554.0,102826.0,0.04342
Ciudad Real,2008,22680.0,260649.0,2516554.0,102826.0,0.087014
Ciudad Real,2008,22680.0,261694.0,2516554.0,102826.0,0.086666
Ciudad Real,2009,14844.0,527273.0,2262005.0,102385.0,0.028152
Ciudad Real,2009,14844.0,263038.0,2262005.0,102385.0,0.056433
Ciudad Real,2009,14844.0,264235.0,2262005.0,102385.0,0.056177
Ciudad Real,2010,16260.0,529453.0,2210411.0,101289.0,0.030711
Ciudad Real,2010,16260.0,264098.0,2210411.0,101289.0,0.061568
Ciudad Real,2010,16260.0,265355.0,2210411.0,101289.0,0.061276
Ciudad Real,2011,9765.0,530175.0,2062522.0,103663.0,0.018418
Ciudad Real,2011,9765.0,264078.0,2062522.0,103663.0,0.036978
Ciudad Real,2011,9765.0,266097.0,2062522.0,103663.0,0.036697
Ciudad Real,2012,10077.0,530250.0,1693897.0,103900.0,0.019004
Ciudad Real,2012,10077.0,264067.0,1693897.0,103900.0,0.038161
Ciudad Real,2012,10077.0,266183.0,1693897.0,103900.0,0.037857
Ciudad Real,2013,9141.0,524962.0,1662885.0,102413.0,0.017413
Ciudad Real,2013,9141.0,260888.0,1662885.0,102413.0,0.035038
Ciudad Real,2013,9141.0,264074.0,1662885.0,102413.0,0.034615
Ciudad Real,2014,8124.0,519613.0,1803885.0,104320.0,0.015635
Ciudad Real,2014,8124.0,257918.0,1803885.0,104320.0,0.031498
Ciudad Real,2014,8124.0,261695.0,1803885.0,104320.0,0.031044
Ciudad Real,2015,6828.0,513713.0,1993962.0,146633.0,0.013291
Ciudad Real,2015,6828.0,254571.0,1993962.0,146633.0,0.026822
Ciudad Real,2015,6828.0,259142.0,1993962.0,146633.0,0.026348
Ciudad Real,2016,7425.0,506888.0,2140756.0,148898.0,0.014648
Ciudad Real,2016,7425.0,250847.0,2140756.0,148898.0,0.0296
Ciudad Real,2016,7425.0,256041.0,2140756.0,148898.0,0.028999
Ciudad Real,2017,8958.0,502578.0,2275407.0,150543.0,0.017824
Ciudad Real,2017,8958.0,248328.0,2275407.0,150543.0,0.036073
Ciudad Real,2017,8958.0,254250.0,2275407.0,150543.0,0.035233
Ciudad Real,2018,9579.0,499100.0,2346192.0,151559.0,0.019193
Ciudad Real,2018,9579.0,246656.0,2346192.0,151559.0,0.038835
Ciudad Real,2018,9579.0,252444.0,2346192.0,151559.0,0.037945
Ciudad Real,2019,10440.0,495761.0,2309442.0,147615.0,0.021059
Ciudad Real,2019,10440.0,244877.0,2309442.0,147615.0,0.042634
Ciudad Real,2019,10440.0,250884.0,2309442.0,147615.0,0.041613
Ciudad Real,2020,9483.0,495045.0,939626.0,93269.0,0.019156
Ciudad Real,2020,9483.0,244842.0,939626.0,93269.0,0.038731
Ciudad Real,2020,9483.0,250203.0,939626.0,93269.0,0.037901
Ciudad Real,2021,12843.0,492591.0,1584855.0,113678.0,0.026072
Ciudad Real,2021,12843.0,243763.0,1584855.0,113678.0,0.052686
Ciudad Real,2021,12843.0,248828.0,1584855.0,113678.0,0.051614
Ciudad Real,2022,15651.0,,2288766.0,135520.0,
Ciudad Real,2023,14607.0,,2308049.0,133352.0,
Ciudad Real,2024,18738.0,,2335346.0,132033.0,
"Coruña, A",1996,,1110302.0,,,
"Coruña, A",1996,,533921.0,,,
"Coruña, A",1996,,576381.0,,,
"Coruña, A",1998,,1106325.0,,,
"Coruña, A",1998,,531769.0,,,
"Coruña, A",1998,,574556.0,,,
"Coruña, A",1999,,1108980.0,9114174.0,24353.0,
"Coruña, A",1999,,532943.0,9114174.0,24353.0,
"Coruña, A",1999,,576037.0,9114174.0,24353.0,
"Coruña, A",2000,,1108419.0,7255726.0,23788.0,
"Coruña, A",2000,,531744.0,7255726.0,23788.0,
"Coruña, A",2000,,576675.0,7255726.0,23788.0,
"Coruña, A",2001,,1108002.0,6850817.0,268110.0,
"Coruña, A",2001,,532039.0,6850817.0,268110.0,
"Coruña, A",2001,,575963.0,6850817.0,268110.0,
"Coruña, A",2002,,1111886.0,7121117.0,266514.0,
"Coruña, A",2002,,533914.0,7121117.0,266514.0,
"Coruña, A",2002,,577972.0,7121117.0,266514.0,
"Coruña, A",2003,,1120814.0,7970175.0,292991.0,
"Coruña, A",2003,,538469.0,7970175.0,292991.0,
"Coruña, A",2003,,582345.0,7970175.0,292991.0,
"Coruña, A",2004,,1121344.0,9945839.0,313029.0,
"Coruña, A",2004,,538764.0,9945839.0,313029.0,
"Coruña, A",2004,,582580.0,9945839.0,313029.0,
"Coruña, A",2005,,1126707.0,9500658.0,318640.0,
"Coruña, A",2005,,541189.0,9500658.0,318640.0,
"Coruña, A",2005,,585518.0,9500658.0,318640.0,
"Coruña, A",2006,,1129141.0,9566151.0,316728.0,
"Coruña, A",2006,,542260.0,9566151.0,316728.0,
"Coruña, A",2006,,586881.0,9566151.0,316728.0,
"Coruña, A",2007,34332.0,1132792.0,10150735.0,325450.0,0.030307
"Coruña, A",2007,34332.0,544352.0,10150735.0,325450.0,0.063069
"Coruña, A",2007,34332.0,588440.0,10150735.0,325450.0,0.058344
"Coruña, A",2008,34962.0,1139121.0,9615223.0,331840.0,0.030692
"Coruña, A",2008,34962.0,548037.0,9615223.0,331840.0,0.063795
"Coruña, A",2008,34962.0,591084.0,9615223.0,331840.0,0.059149
"Coruña, A",2009,28140.0,1145488.0,9513941.0,340280.0,0.024566
"Coruña, A",2009,28140.0,550841.0,9513941.0,340280.0,0.051086
"Coruña, A",2009,28140.0,594647.0,9513941.0,340280.0,0.047322
"Coruña, A",2010,31032.0,1146458.0,10598914.0,348245.0,0.027068
"Coruña, A",2010,31032.0,551318.0,10598914.0,348245.0,0.056287
"Coruña, A",2010,31032.0,595140.0,10598914.0,348245.0,0.052142
"Coruña, A",2011,21885.0,1147124.0,8888832.0,340008.0,0.019078
"Coruña, A",2011,21885.0,551476.0,8888832.0,340008.0,0.039684
"Coruña, A",2011,21885.0,595648.0,8888832.0,340008.0,0.036741
"Coruña, A",2012,19791.0,1143911.0,8581283.0,346429.0,0.017301
"Coruña, A",2012,19791.0,550009.0,8581283.0,346429.0,0.035983
"Coruña, A",2012,19791.0,593902.0,8581283.0,346429.0,0.033324
"Coruña, A",2013,15858.0,1138161.0,8983955.0,336298.0,0.013933
"Coruña, A",2013,15858.0,547079.0,8983955.0,336298.0,0.028987
"Coruña, A",2013,15858.0,591082.0,8983955.0,336298.0,0.026829
"Coruña, A",2014,15378.0,1132735.0,9734450.0,341521.0,0.013576
"Coruña, A",2014,15378.0,544075.0,9734450.0,341521.0,0.028264
"Coruña, A",2014,15378.0,588660.0,9734450.0,341521.0,0.026124
"Coruña, A",2015,16149.0,1127196.0,10714839.0,501321.0,0.014327
"Coruña, A",2015,16149.0,541292.0,10714839.0,501321.0,0.029834
"Coruña, A",2015,16149.0,585904.0,10714839.0,501321.0,0.027563
"Coruña, A",2016,18066.0,1122799.0,11198856.0,504267.0,0.01609
"Coruña, A",2016,18066.0,538878.0,11198856.0,504267.0,0.033525
"Coruña, A",2016,18066.0,583921.0,11198856.0,504267.0,0.030939
"Coruña, A",2017,19092.0,1120294.0,11494561.0,505335.0,0.017042
"Coruña, A",2017,19092.0,537311.0,11494561.0,505335.0,0.035532
"Coruña, A",2017,19092.0,582983.0,11494561.0,505335.0,0.032749
"Coruña, A",2018,21756.0,1119351.0,10720377.0,492036.0,0.019436
"Coruña, A",2018,21756.0,536637.0,10720377.0,492036.0,0.040541
"Coruña, A",2018,21756.0,582714.0,10720377.0,492036.0,0.037336
"Coruña, A",2019,24180.0,1119596.0,11247427.0,490771.0,0.021597
"Coruña, A",2019,24180.0,536470.0,11247427.0,490771.0,0.045072
"Coruña, A",2019,24180.0,583126.0,11247427.0,490771.0,0.041466
"Coruña, A",2020,21054.0,1121815.0,4128236.0,331473.0,0.018768
"Coruña, A",2020,21054.0,537781.0,4128236.0,331473.0,0.03915
"Coruña, A",2020,21054.0,584034.0,4128236.0,331473.0,0.036049
"Coruña, A",2021,27960.0,1120134.0,8085462.0,425891.0,0.024961
"Coruña, A",2021,27960.0,537004.0,8085462.0,425891.0,0.052067
"Coruña, A",2021,27960.0,583130.0,8085462.0,425891.0,0.047948
"Coruña, A",2022,31122.0,,12256035.0,484674.0,
"Coruña, A",2023,27510.0,,12868356.0,506634.0,
"Coruña, A",2024,33183.0,,12885463.0,491983.0,
Cuenca,1996,,201712.0,,,
Cuenca,1996,,100387.0,,,
Cuenca,1996,,101325.0,,,
Cuenca,1998,,199086.0,,,
Cuenca,1998,,99031.0,,,
Cuenca,1998,,100055.0,,,
Cuenca,1999,,200963.0,1396720.0,7944.0,
Cuenca,1999,,100088.0,1396720.0,7944.0,
Cuenca,1999,,100875.0,1396720.0,7944.0,
Cuenca,2000,,201053.0,1491126.0,5996.0,
Cuenca,2000,,100126.0,1491126.0,5996.0,
Cuenca,2000,,100927.0,1491126.0,5996.0,
Cuenca,2001,,201526.0,1574344.0,56727.0,
Cuenca,2001,,100630.0,1574344.0,56727.0,
Cuenca,2001,,100896.0,1574344.0,56727.0,
Cuenca,2002,,201614.0,1514814.0,53991.0,
Cuenca,2002,,101048.0,1514814.0,53991.0,
Cuenca,2002,,100566.0,1514814.0,53991.0,
Cuenca,2003,,202982.0,1471670.0,61371.0,
Cuenca,2003,,102040.0,1471670.0,61371.0,
Cuenca,2003,,100942.0,1471670.0,61371.0,
Cuenca,2004,,204546.0,1757151.0,67348.0,
Cuenca,2004,,102947.0,1757151.0,67348.0,
Cuenca,2004,,101599.0,1757151.0,67348.0,
Cuenca,2005,,207974.0,1832795.0,67234.0,
Cuenca,2005,,104912.0,1832795.0,67234.0,
Cuenca,2005,,103062.0,1832795.0,67234.0,
Cuenca,2006,,208616.0,1844709.0,65689.0,
Cuenca,2006,,105068.0,1844709.0,65689.0,
Cuenca,2006,,103548.0,1844709.0,65689.0,
Cuenca,2007,12465.0,211375.0,2050770.0,68903.0,0.058971
Cuenca,2007,12465.0,106633.0,2050770.0,68903.0,0.116896
Cuenca,2007,12465.0,104742.0,2050770.0,68903.0,0.119007
Cuenca,2008,8862.0,215274.0,1923287.0,71675.0,0.041166
Cuenca,2008,8862.0,109058.0,1923287.0,71675.0,0.08126
Cuenca,2008,8862.0,106216.0,1923287.0,71675.0,0.083434
Cuenca,2009,6894.0,217363.0,1750270.0,74941.0,0.031717
Cuenca,2009,6894.0,110282.0,1750270.0,74941.0,0.062512
Cuenca,2009,6894.0,107081.0,1750270.0,74941.0,0.064381
Cuenca,2010,4707.0,217716.0,1699987.0,75924.0,0.02162
Cuenca,2010,4707.0,110384.0,1699987.0,75924.0,0.042642
Cuenca,2010,4707.0,107332.0,1699987.0,75924.0,0.043855
Cuenca,2011,3501.0,219138.0,1626725.0,78402.0,0.015976
Cuenca,2011,3501.0,111052.0,1626725.0,78402.0,0.031526
Cuenca,2011,3501.0,108086.0,1626725.0,78402.0,0.032391
Cuenca,2012,4737.0,218036.0,1435792.0,74220.0,0.021726
Cuenca,2012,4737.0,110460.0,1435792.0,74220.0,0.042884
Cuenca,2012,4737.0,107576.0,1435792.0,74220.0,0.044034
Cuenca,2013,4083.0,211899.0,1386343.0,70578.0,0.019269
Cuenca,2013,4083.0,107111.0,1386343.0,70578.0,0.038119
Cuenca,2013,4083.0,104788.0,1386343.0,70578.0,0.038964
Cuenca,2014,2898.0,207449.0,1357462.0,68327.0,0.01397
Cuenca,2014,2898.0,104586.0,1357462.0,68327.0,0.027709
Cuenca,2014,2898.0,102863.0,1357462.0,68327.0,0.028173
Cuenca,2015,2787.0,203841.0,1462479.0,103281.0,0.013672
Cuenca,2015,2787.0,102583.0,1462479.0,103281.0,0.027168
Cuenca,2015,2787.0,101258.0,1462479.0,103281.0,0.027524
Cuenca,2016,3075.0,201071.0,1633279.0,101654.0,0.015293
Cuenca,2016,3075.0,101097.0,1633279.0,101654.0,0.030416
Cuenca,2016,3075.0,99974.0,1633279.0,101654.0,0.030758
Cuenca,2017,4233.0,198718.0,1635360.0,99781.0,0.021302
Cuenca,2017,4233.0,99821.0,1635360.0,99781.0,0.042406
Cuenca,2017,4233.0,98897.0,1635360.0,99781.0,0.042802
Cuenca,2018,4185.0,197222.0,1720146.0,105182.0,0.02122
Cuenca,2018,4185.0,98999.0,1720146.0,105182.0,0.042273
Cuenca,2018,4185.0,98223.0,1720146.0,105182.0,0.042607
Cuenca,2019,4527.0,196329.0,1736173.0,102320.0,0.023058
Cuenca,2019,4527.0,98542.0,1736173.0,102320.0,0.04594
Cuenca,2019,4527.0,97787.0,1736173.0,102320.0,0.046294
Cuenca,2020,4080.0,196139.0,805002.0,70203.0,0.020802
Cuenca,2020,4080.0,98430.0,805002.0,70203.0,0.041451
Cuenca,2020,4080.0,97709.0,805002.0,70203.0,0.041757
Cuenca,2021,5571.0,195516.0,1312910.0,87923.0,0.028494
Cuenca,2021,5571.0,98118.0,1312910.0,87923.0,0.056779
Cuenca,2021,5571.0,97398.0,1312910.0,87923.0,0.057198
Cuenca,2022,6054.0,,1712699.0,101067.0,
Cuenca,2023,5694.0,,1699463.0,99588.0,
Cuenca,2024,6699.0,,1710653.0,99331.0,
Cáceres,1996,,413396.0,,,
Cáceres,1996,,205735.0,,,
Cáceres,1996,,207661.0,,,
Cáceres,1998,,405616.0,,,
Cáceres,1998,,202834.0,,,
Cáceres,1998,,202782.0,,,
Cáceres,1999,,408949.0,2474162.0,15259.0,
Cáceres,1999,,204965.0,2474162.0,15259.0,
Cáceres,1999,,203984.0,2474162.0,15259.0,
Cáceres,2000,,407546.0,2862674.0,12171.0,
Cáceres,2000,,203946.0,2862674.0,12171.0,
Cáceres,2000,,203600.0,2862674.0,12171.0,
Cáceres,2001,,409130.0,3060519.0,112023.0,
Cáceres,2001,,205195.0,3060519.0,112023.0,
Cáceres,2001,,203935.0,3060519.0,112023.0,
Cáceres,2002,,410242.0,2744875.0,114339.0,
Cáceres,2002,,205848.0,2744875.0,114339.0,
Cáceres,2002,,204394.0,2744875.0,114339.0,
Cáceres,2003,,410762.0,2844164.0,119176.0,
Cáceres,2003,,206089.0,2844164.0,119176.0,
Cáceres,2003,,204673.0,2844164.0,119176.0,
Cáceres,2004,,411390.0,2956788.0,123443.0,
Cáceres,2004,,206185.0,2956788.0,123443.0,
Cáceres,2004,,205205.0,2956788.0,123443.0,
Cáceres,2005,,412580.0,3006347.0,127336.0,
Cáceres,2005,,206744.0,3006347.0,127336.0,
Cáceres,2005,,205836.0,3006347.0,127336.0,
Cáceres,2006,,412899.0,3329347.0,125718.0,
Cáceres,2006,,206593.0,3329347.0,125718.0,
Cáceres,2006,,206306.0,3329347.0,125718.0,
Cáceres,2007,18039.0,411531.0,3434960.0,125767.0,0.043834
Cáceres,2007,18039.0,205481.0,3434960.0,125767.0,0.087789
Cáceres,2007,18039.0,206050.0,3434960.0,125767.0,0.087547
Cáceres,2008,14499.0,412498.0,3328723.0,128303.0,0.035149
Cáceres,2008,14499.0,205949.0,3328723.0,128303.0,0.070401
Cáceres,2008,14499.0,206549.0,3328723.0,128303.0,0.070196
Cáceres,2009,12189.0,413633.0,3328390.0,134184.0,0.029468
Cáceres,2009,12189.0,205638.0,3328390.0,134184.0,0.059274
Cáceres,2009,12189.0,207995.0,3328390.0,134184.0,0.058602
Cáceres,2010,11343.0,415083.0,3375927.0,137538.0,0.027327
Cáceres,2010,11343.0,206358.0,3375927.0,137538.0,0.054968
Cáceres,2010,11343.0,208725.0,3375927.0,137538.0,0.054344
Cáceres,2011,9189.0,415446.0,3424001.0,139229.0,0.022118
Cáceres,2011,9189.0,206573.0,3424001.0,139229.0,0.044483
Cáceres,2011,9189.0,208873.0,3424001.0,139229.0,0.043993
Cáceres,2012,7908.0,413597.0,3266655.0,143232.0,0.01912
Cáceres,2012,7908.0,205634.0,3266655.0,143232.0,0.038457
Cáceres,2012,7908.0,207963.0,3266655.0,143232.0,0.038026
Cáceres,2013,7284.0,410275.0,3223102.0,140700.0,0.017754
Cáceres,2013,7284.0,203758.0,3223102.0,140700.0,0.035748
Cáceres,2013,7284.0,206517.0,3223102.0,140700.0,0.035271
Cáceres,2014,6090.0,408703.0,3178290.0,137669.0,0.014901
Cáceres,2014,6090.0,202962.0,3178290.0,137669.0,0.030006
Cáceres,2014,6090.0,205741.0,3178290.0,137669.0,0.0296
Cáceres,2015,5610.0,406267.0,3531519.0,202562.0,0.013809
Cáceres,2015,5610.0,201702.0,3531519.0,202562.0,0.027813
Cáceres,2015,5610.0,204565.0,3531519.0,202562.0,0.027424
Cáceres,2016,6192.0,403665.0,3837665.0,199822.0,0.015339
Cáceres,2016,6192.0,200285.0,3837665.0,199822.0,0.030916
Cáceres,2016,6192.0,203380.0,3837665.0,199822.0,0.030445
Cáceres,2017,7239.0,400036.0,3823604.0,195639.0,0.018096
Cáceres,2017,7239.0,198494.0,3823604.0,195639.0,0.03647
Cáceres,2017,7239.0,201542.0,3823604.0,195639.0,0.035918
Cáceres,2018,8028.0,396487.0,3873907.0,189372.0,0.020248
Cáceres,2018,8028.0,196619.0,3873907.0,189372.0,0.04083
Cáceres,2018,8028.0,199868.0,3873907.0,189372.0,0.040167
Cáceres,2019,8283.0,394151.0,3889409.0,187275.0,0.021015
Cáceres,2019,8283.0,195388.0,3889409.0,187275.0,0.042393
Cáceres,2019,8283.0,198763.0,3889409.0,187275.0,0.041673
Cáceres,2020,8139.0,391850.0,1627191.0,127012.0,0.020771
Cáceres,2020,8139.0,194084.0,1627191.0,127012.0,0.041935
Cáceres,2020,8139.0,197766.0,1627191.0,127012.0,0.041155
Cáceres,2021,10038.0,389558.0,2636040.0,157439.0,0.025768
Cáceres,2021,10038.0,192951.0,2636040.0,157439.0,0.052024
Cáceres,2021,10038.0,196607.0,2636040.0,157439.0,0.051056
Cáceres,2022,11787.0,,3724287.0,179279.0,
Cáceres,2023,11574.0,,3895703.0,184437.0,
Cáceres,2024,12975.0,,4067557.0,185787.0,
Cádiz,1996,,1105762.0,,,
Cádiz,1996,,548263.0,,,
Cádiz,1996,,557499.0,,,
Cádiz,1998,,1107484.0,,,
Cádiz,1998,,549120.0,,,
Cádiz,1998,,558364.0,,,
Cádiz,1999,,1119802.0,10926864.0,38626.0,
Cádiz,1999,,555684.0,10926864.0,38626.0,
Cádiz,1999,,564118.0,10926864.0,38626.0,
Cádiz,2000,,1125105.0,11561982.0,42546.0,
Cádiz,2000,,557963.0,11561982.0,42546.0,
Cádiz,2000,,567142.0,11561982.0,42546.0,
Cádiz,2001,,1131346.0,12069619.0,359460.0,
Cádiz,2001,,561330.0,12069619.0,359460.0,
Cádiz,2001,,570016.0,12069619.0,359460.0,
Cádiz,2002,,1140793.0,12489191.0,379714.0,
Cádiz,2002,,566033.0,12489191.0,379714.0,
Cádiz,2002,,574760.0,12489191.0,379714.0,
Cádiz,2003,,1155724.0,13459731.0,411556.0,
Cádiz,2003,,573992.0,13459731.0,411556.0,
Cádiz,2003,,581732.0,13459731.0,411556.0,
Cádiz,2004,,1164374.0,15494917.0,470401.0,
Cádiz,2004,,578939.0,15494917.0,470401.0,
Cádiz,2004,,585435.0,15494917.0,470401.0,
Cádiz,2005,,1180817.0,16494796.0,504616.0,
Cádiz,2005,,587700.0,16494796.0,504616.0,
Cádiz,2005,,593117.0,16494796.0,504616.0,
Cádiz,2006,,1194062.0,18514731.0,528983.0,
Cádiz,2006,,594647.0,18514731.0,528983.0,
Cádiz,2006,,599415.0,18514731.0,528983.0,
Cádiz,2007,68853.0,1207343.0,19518031.0,562515.0,0.057029
Cádiz,2007,68853.0,601832.0,19518031.0,562515.0,0.114406
Cádiz,2007,68853.0,605511.0,19518031.0,562515.0,0.113711
Cádiz,2008,49767.0,1220467.0,18426683.0,555791.0,0.040777
Cádiz,2008,49767.0,608616.0,18426683.0,555791.0,0.081771
Cádiz,2008,49767.0,611851.0,18426683.0,555791.0,0.081338
Cádiz,2009,34422.0,1230594.0,17662939.0,544926.0,0.027972
Cádiz,2009,34422.0,609984.0,17662939.0,544926.0,0.056431
Cádiz,2009,34422.0,620610.0,17662939.0,544926.0,0.055465
Cádiz,2010,34491.0,1236739.0,16931305.0,542017.0,0.027889
Cádiz,2010,34491.0,612833.0,16931305.0,542017.0,0.056281
Cádiz,2010,34491.0,623906.0,16931305.0,542017.0,0.055282
Cádiz,2011,27426.0,1243519.0,17153987.0,543391.0,0.022055
Cádiz,2011,27426.0,615865.0,17153987.0,543391.0,0.044532
Cádiz,2011,27426.0,627654.0,17153987.0,543391.0,0.043696
Cádiz,2012,24123.0,1245164.0,16529218.0,524052.0,0.019373
Cádiz,2012,24123.0,616686.0,16529218.0,524052.0,0.039117
Cádiz,2012,24123.0,628478.0,16529218.0,524052.0,0.038383
Cádiz,2013,21477.0,1238492.0,17080679.0,533929.0,0.017341
Cádiz,2013,21477.0,612770.0,17080679.0,533929.0,0.035049
Cádiz,2013,21477.0,625722.0,17080679.0,533929.0,0.034324
Cádiz,2014,23331.0,1240175.0,16916684.0,513227.0,0.018813
Cádiz,2014,23331.0,613340.0,16916684.0,513227.0,0.038039
Cádiz,2014,23331.0,626835.0,16916684.0,513227.0,0.03722
Cádiz,2015,27228.0,1240284.0,18317523.0,710859.0,0.021953
Cádiz,2015,27228.0,613094.0,18317523.0,710859.0,0.044411
Cádiz,2015,27228.0,627190.0,18317523.0,710859.0,0.043413
Cádiz,2016,30951.0,1239889.0,19672682.0,727397.0,0.024963
Cádiz,2016,30951.0,612858.0,19672682.0,727397.0,0.050503
Cádiz,2016,30951.0,627031.0,19672682.0,727397.0,0.049361
Cádiz,2017,32625.0,1239435.0,20433954.0,736971.0,0.026322
Cádiz,2017,32625.0,612191.0,20433954.0,736971.0,0.053292
Cádiz,2017,32625.0,627244.0,20433954.0,736971.0,0.052013
Cádiz,2018,40320.0,1238714.0,20836384.0,761740.0,0.03255
Cádiz,2018,40320.0,611357.0,20836384.0,761740.0,0.065952
Cádiz,2018,40320.0,627357.0,20836384.0,761740.0,0.06427
Cádiz,2019,40983.0,1240155.0,21613903.0,774823.0,0.033047
Cádiz,2019,40983.0,611791.0,21613903.0,774823.0,0.066989
Cádiz,2019,40983.0,628364.0,21613903.0,774823.0,0.065222
Cádiz,2020,33345.0,1244049.0,8614013.0,443470.0,0.026804
Cádiz,2020,33345.0,613561.0,8614013.0,443470.0,0.054347
Cádiz,2020,33345.0,630488.0,8614013.0,443470.0,0.052888
Cádiz,2021,49713.0,1245960.0,14645619.0,583454.0,0.039899
Cádiz,2021,49713.0,614084.0,14645619.0,583454.0,0.080955
Cádiz,2021,49713.0,631876.0,14645619.0,583454.0,0.078675
Cádiz,2022,53352.0,,20771067.0,760588.0,
Cádiz,2023,46497.0,,22047113.0,788897.0,
Cádiz,2024,49689.0,,22609638.0,813834.0,
Córdoba,1996,,761401.0,,,
Córdoba,1996,,372249.0,,,
Córdoba,1996,,389152.0,,,
Córdoba,1998,,767175.0,,,
Córdoba,1998,,375244.0,,,
Córdoba,1998,,391931.0,,,
Córdoba,1999,,768676.0,3970646.0,14268.0,
Córdoba,1999,,376237.0,3970646.0,14268.0,
Córdoba,1999,,392439.0,3970646.0,14268.0,
Córdoba,2000,,769237.0,4076082.0,14360.0,
Córdoba,2000,,376308.0,4076082.0,14360.0,
Córdoba,2000,,392929.0,4076082.0,14360.0,
Córdoba,2001,,769625.0,4256100.0,111881.0,
Córdoba,2001,,376511.0,4256100.0,111881.0,
Córdoba,2001,,393114.0,4256100.0,111881.0,
Córdoba,2002,,771131.0,4049666.0,111991.0,
Córdoba,2002,,377328.0,4049666.0,111991.0,
Córdoba,2002,,393803.0,4049666.0,111991.0,
Córdoba,2003,,775944.0,3987842.0,118971.0,
Córdoba,2003,,379989.0,3987842.0,118971.0,
Córdoba,2003,,395955.0,3987842.0,118971.0,
Córdoba,2004,,779870.0,4421533.0,125239.0,
Córdoba,2004,,382213.0,4421533.0,125239.0,
Córdoba,2004,,397657.0,4421533.0,125239.0,
Córdoba,2005,,784376.0,4702056.0,127016.0,
Córdoba,2005,,384749.0,4702056.0,127016.0,
Córdoba,2005,,399627.0,4702056.0,127016.0,
Córdoba,2006,,788287.0,4942674.0,125201.0,
Córdoba,2006,,386939.0,4942674.0,125201.0,
Córdoba,2006,,401348.0,4942674.0,125201.0,
Córdoba,2007,33045.0,792182.0,5174094.0,129151.0,0.041714
Córdoba,2007,33045.0,389173.0,5174094.0,129151.0,0.084911
Córdoba,2007,33045.0,403009.0,5174094.0,129151.0,0.081996
Córdoba,2008,25365.0,798822.0,4893730.0,130287.0,0.031753
Córdoba,2008,25365.0,392658.0,4893730.0,130287.0,0.064598
Córdoba,2008,25365.0,406164.0,4893730.0,130287.0,0.06245
Córdoba,2009,16443.0,803998.0,4325387.0,131415.0,0.020452
Córdoba,2009,16443.0,395225.0,4325387.0,131415.0,0.041604
Córdoba,2009,16443.0,408773.0,4325387.0,131415.0,0.040225
Córdoba,2010,16656.0,805108.0,4560676.0,137424.0,0.020688
Córdoba,2010,16656.0,395570.0,4560676.0,137424.0,0.042106
