provincia,anyo,entradas,salidas,saldo_neto,tasa_atraccion,delta_saldo_yoy,ranking_atraccion_anio,compraventas_vivienda,poblacion_provincia,viajeros,pernoctaciones,compraventas_per_capita,cob_100mbps_pct,ranking_anio
Castellón/Castelló,2021,4728,5382,-654,-0.1383,-2580,30,30156.0,291415.0,6594573.0,273149.0,0.103481,86.4464,27.0
Castellón/Castelló,2021,4728,5382,-654,-0.1383,-2580,30,30156.0,295649.0,6594573.0,273149.0,0.101999,86.4464,27.0
Ceuta,2008,9236,1918,7318,0.7923,,10,1113.0,77389.0,,,0.014382,,
Ceuta,2008,9236,1918,7318,0.7923,,10,1113.0,39385.0,,,0.028259,,
Ceuta,2008,9236,1918,7318,0.7923,,10,1113.0,38004.0,,,0.029286,,
Ceuta,2009,6483,1747,4736,0.7305,-2582,14,1002.0,78674.0,,,0.012736,,
Ceuta,2009,6483,1747,4736,0.7305,-2582,14,1002.0,40118.0,,,0.024976,,
Ceuta,2009,6483,1747,4736,0.7305,-2582,14,1002.0,38556.0,,,0.025988,,
Ceuta,2010,4851,1968,2883,0.5943,-1853,16,1494.0,80579.0,,,0.018541,,
Ceuta,2010,4851,1968,2883,0.5943,-1853,16,1494.0,41269.0,,,0.036202,,
Ceuta,2010,4851,1968,2883,0.5943,-1853,16,1494.0,39310.0,,,0.038006,,
Ceuta,2011,5986,2022,3964,0.6622,1081,15,981.0,82376.0,,,0.011909,,
Ceuta,2011,5986,2022,3964,0.6622,1081,15,981.0,42165.0,,,0.023266,,
Ceuta,2011,5986,2022,3964,0.6622,1081,15,981.0,40211.0,,,0.024396,,
Ceuta,2012,43978,1991,41987,0.9547,38023,2,867.0,84018.0,,,0.010319,,
Ceuta,2012,43978,1991,41987,0.9547,38023,2,867.0,42948.0,,,0.020187,,
Ceuta,2012,43978,1991,41987,0.9547,38023,2,867.0,41070.0,,,0.02111,,
Ceuta,2013,19672,2045,17627,0.896,-24360,3,714.0,84180.0,,,0.008482,43.8586,32.0
Ceuta,2013,19672,2045,17627,0.896,-24360,3,714.0,43060.0,,,0.016582,43.8586,32.0
Ceuta,2013,19672,2045,17627,0.896,-24360,3,714.0,41120.0,,,0.017364,43.8586,32.0
Ceuta,2014,4036,2206,1830,0.4534,-15797,16,978.0,84963.0,,,0.011511,87.0584,3.0
Ceuta,2014,4036,2206,1830,0.4534,-15797,16,978.0,43354.0,,,0.022558,87.0584,3.0
Ceuta,2014,4036,2206,1830,0.4534,-15797,16,978.0,41609.0,,,0.023505,87.0584,3.0
Ceuta,2015,44780,2295,42485,0.9487,40655,2,1062.0,84263.0,,,0.012603,86.2561,4.0
Ceuta,2015,44780,2295,42485,0.9487,40655,2,1062.0,42757.0,,,0.024838,86.2561,4.0
Ceuta,2015,44780,2295,42485,0.9487,40655,2,1062.0,41506.0,,,0.025587,86.2561,4.0
Ceuta,2016,3948,2001,1947,0.4932,-40538,17,1092.0,84519.0,,,0.01292,84.8878,6.0
Ceuta,2016,3948,2001,1947,0.4932,-40538,17,1092.0,42846.0,,,0.025487,84.8878,6.0
Ceuta,2016,3948,2001,1947,0.4932,-40538,17,1092.0,41673.0,,,0.026204,84.8878,6.0
Ceuta,2017,71092,2022,69070,0.9716,67123,1,1314.0,84959.0,,,0.015466,86.8763,6.0
Ceuta,2017,71092,2022,69070,0.9716,67123,1,1314.0,43034.0,,,0.030534,86.8763,6.0
Ceuta,2017,71092,2022,69070,0.9716,67123,1,1314.0,41925.0,,,0.031342,86.8763,6.0
Ceuta,2018,6228,2317,3911,0.628,-65159,15,1272.0,85144.0,,,0.014939,85.7237,10.0
Ceuta,2018,6228,2317,3911,0.628,-65159,15,1272.0,43177.0,,,0.02946,85.7237,10.0
Ceuta,2018,6228,2317,3911,0.628,-65159,15,1272.0,41967.0,,,0.03031,85.7237,10.0
Ceuta,2019,15215,2544,12671,0.8328,8760,6,2502.0,84777.0,,,0.029513,91.343,7.0
Ceuta,2019,15215,2544,12671,0.8328,8760,6,2502.0,42912.0,,,0.058305,91.343,7.0
Ceuta,2019,15215,2544,12671,0.8328,8760,6,2502.0,41865.0,,,0.059764,91.343,7.0
Ceuta,2020,7266,2294,4972,0.6843,-7699,10,969.0,84202.0,,,0.011508,92.7817,8.0
Ceuta,2020,7266,2294,4972,0.6843,-7699,10,969.0,42542.0,,,0.022777,92.7817,8.0
Ceuta,2020,7266,2294,4972,0.6843,-7699,10,969.0,41660.0,,,0.02326,92.7817,8.0
Ceuta,2021,3848,3022,826,0.2147,-4146,22,924.0,83517.0,,,0.011064,99.2822,2.0
Ceuta,2021,3848,3022,826,0.2147,-4146,22,924.0,42208.0,,,0.021892,99.2822,2.0
Ceuta,2021,3848,3022,826,0.2147,-4146,22,924.0,41309.0,,,0.022368,99.2822,2.0
Ciudad Real,2008,10983,6110,4873,0.4437,,13,22680.0,522343.0,2516554.0,102826.0,0.04342,,
Ciudad Real,2008,10983,6110,4873,0.4437,,13,22680.0,260649.0,2516554.0,102826.0,0.087014,,
Ciudad Real,2008,10983,6110,4873,0.4437,,13,22680.0,261694.0,2516554.0,102826.0,0.086666,,
Ciudad Real,2009,6474,6180,294,0.0454,-4579,26,14844.0,527273.0,2262005.0,102385.0,0.028152,,
Ciudad Real,2009,6474,6180,294,0.0454,-4579,26,14844.0,263038.0,2262005.0,102385.0,0.056433,,
Ciudad Real,2009,6474,6180,294,0.0454,-4579,26,14844.0,264235.0,2262005.0,102385.0,0.056177,,
Ciudad Real,2010,8536,6488,2048,0.2399,1754,22,16260.0,529453.0,2210411.0,101289.0,0.030711,,
Ciudad Real,2010,8536,6488,2048,0.2399,1754,22,16260.0,264098.0,2210411.0,101289.0,0.061568,,
Ciudad Real,2010,8536,6488,2048,0.2399,1754,22,16260.0,265355.0,2210411.0,101289.0,0.061276,,
Ciudad Real,2011,8919,6508,2411,0.2703,363,18,9765.0,530175.0,2062522.0,103663.0,0.018418,,
Ciudad Real,2011,8919,6508,2411,0.2703,363,18,9765.0,264078.0,2062522.0,103663.0,0.036978,,
Ciudad Real,2011,8919,6508,2411,0.2703,363,18,9765.0,266097.0,2062522.0,103663.0,0.036697,,
Ciudad Real,2012,75917,6727,69190,0.9114,66779,1,10077.0,530250.0,1693897.0,103900.0,0.019004,,
Ciudad Real,2012,75917,6727,69190,0.9114,66779,1,10077.0,264067.0,1693897.0,103900.0,0.038161,,
Ciudad Real,2012,75917,6727,69190,0.9114,66779,1,10077.0,266183.0,1693897.0,103900.0,0.037857,,
Ciudad Real,2013,9538,6629,2909,0.305,-66281,12,9141.0,524962.0,1662885.0,102413.0,0.017413,29.5737,40.0
Ciudad Real,2013,9538,6629,2909,0.305,-66281,12,9141.0,260888.0,1662885.0,102413.0,0.035038,29.5737,40.0
Ciudad Real,2013,9538,6629,2909,0.305,-66281,12,9141.0,264074.0,1662885.0,102413.0,0.034615,29.5737,40.0
Ciudad Real,2014,3338,6493,-3155,-0.9452,-6064,35,8124.0,519613.0,1803885.0,104320.0,0.015635,33.6215,37.0
Ciudad Real,2014,3338,6493,-3155,-0.9452,-6064,35,8124.0,257918.0,1803885.0,104320.0,0.031498,33.6215,37.0
Ciudad Real,2014,3338,6493,-3155,-0.9452,-6064,35,8124.0,261695.0,1803885.0,104320.0,0.031044,33.6215,37.0
Ciudad Real,2015,9003,6870,2133,0.2369,5288,14,6828.0,513713.0,1993962.0,146633.0,0.013291,34.8282,42.0
Ciudad Real,2015,9003,6870,2133,0.2369,5288,14,6828.0,254571.0,1993962.0,146633.0,0.026822,34.8282,42.0
Ciudad Real,2015,9003,6870,2133,0.2369,5288,14,6828.0,259142.0,1993962.0,146633.0,0.026348,34.8282,42.0
Ciudad Real,2016,5522,6594,-1072,-0.1941,-3205,29,7425.0,506888.0,2140756.0,148898.0,0.014648,40.1907,41.0
Ciudad Real,2016,5522,6594,-1072,-0.1941,-3205,29,7425.0,250847.0,2140756.0,148898.0,0.0296,40.1907,41.0
Ciudad Real,2016,5522,6594,-1072,-0.1941,-3205,29,7425.0,256041.0,2140756.0,148898.0,0.028999,40.1907,41.0
Ciudad Real,2017,8469,6612,1857,0.2193,2929,15,8958.0,502578.0,2275407.0,150543.0,0.017824,52.301,40.0
Ciudad Real,2017,8469,6612,1857,0.2193,2929,15,8958.0,248328.0,2275407.0,150543.0,0.036073,52.301,40.0
Ciudad Real,2017,8469,6612,1857,0.2193,2929,15,8958.0,254250.0,2275407.0,150543.0,0.035233,52.301,40.0
Ciudad Real,2018,7613,6737,876,0.1151,-981,25,9579.0,499100.0,2346192.0,151559.0,0.019193,64.8208,33.0
Ciudad Real,2018,7613,6737,876,0.1151,-981,25,9579.0,246656.0,2346192.0,151559.0,0.038835,64.8208,33.0
Ciudad Real,2018,7613,6737,876,0.1151,-981,25,9579.0,252444.0,2346192.0,151559.0,0.037945,64.8208,33.0
Ciudad Real,2019,37622,6513,31109,0.8269,30233,2,10440.0,495761.0,2309442.0,147615.0,0.021059,70.847,30.0
Ciudad Real,2019,37622,6513,31109,0.8269,30233,2,10440.0,244877.0,2309442.0,147615.0,0.042634,70.847,30.0
Ciudad Real,2019,37622,6513,31109,0.8269,30233,2,10440.0,250884.0,2309442.0,147615.0,0.041613,70.847,30.0
Ciudad Real,2020,4872,4787,85,0.0174,-31024,30,9483.0,495045.0,939626.0,93269.0,0.019156,86.0293,22.0
Ciudad Real,2020,4872,4787,85,0.0174,-31024,30,9483.0,244842.0,939626.0,93269.0,0.038731,86.0293,22.0
Ciudad Real,2020,4872,4787,85,0.0174,-31024,30,9483.0,250203.0,939626.0,93269.0,0.037901,86.0293,22.0
Ciudad Real,2021,7362,5838,1524,0.207,1439,18,12843.0,492591.0,1584855.0,113678.0,0.026072,88.0528,23.0
Ciudad Real,2021,7362,5838,1524,0.207,1439,18,12843.0,243763.0,1584855.0,113678.0,0.052686,88.0528,23.0
Ciudad Real,2021,7362,5838,1524,0.207,1439,18,12843.0,248828.0,1584855.0,113678.0,0.051614,88.0528,23.0
"Coruña, A",2008,7450,8490,-1040,-0.1396,,27,34962.0,1139121.0,9615223.0,331840.0,0.030692,,
"Coruña, A",2008,7450,8490,-1040,-0.1396,,27,34962.0,548037.0,9615223.0,331840.0,0.063795,,
"Coruña, A",2008,7450,8490,-1040,-0.1396,,27,34962.0,591084.0,9615223.0,331840.0,0.059149,,
"Coruña, A",2009,4066,8168,-4102,-1.0089,-3062,40,28140.0,1145488.0,9513941.0,340280.0,0.024566,,
"Coruña, A",2009,4066,8168,-4102,-1.0089,-3062,40,28140.0,550841.0,9513941.0,340280.0,0.051086,,
"Coruña, A",2009,4066,8168,-4102,-1.0089,-3062,40,28140.0,594647.0,9513941.0,340280.0,0.047322,,
"Coruña, A",2010,2810,8570,-5760,-2.0498,-1658,41,31032.0,1146458.0,10598914.0,348245.0,0.027068,,
"Coruña, A",2010,2810,8570,-5760,-2.0498,-1658,41,31032.0,551318.0,10598914.0,348245.0,0.056287,,
"Coruña, A",2010,2810,8570,-5760,-2.0498,-1658,41,31032.0,595140.0,10598914.0,348245.0,0.052142,,
"Coruña, A",2011,6422,9014,-2592,-0.4036,3168,35,21885.0,1147124.0,8888832.0,340008.0,0.019078,,
"Coruña, A",2011,6422,9014,-2592,-0.4036,3168,35,21885.0,551476.0,8888832.0,340008.0,0.039684,,
"Coruña, A",2011,6422,9014,-2592,-0.4036,3168,35,21885.0,595648.0,8888832.0,340008.0,0.036741,,
"Coruña, A",2012,18208,8777,9431,0.518,12023,4,19791.0,1143911.0,8581283.0,346429.0,0.017301,,
"Coruña, A",2012,18208,8777,9431,0.518,12023,4,19791.0,550009.0,8581283.0,346429.0,0.035983,,
"Coruña, A",2012,18208,8777,9431,0.518,12023,4,19791.0,593902.0,8581283.0,346429.0,0.033324,,
"Coruña, A",2013,6164,8670,-2506,-0.4066,-11937,36,15858.0,1138161.0,8983955.0,336298.0,0.013933,62.2298,14.0
"Coruña, A",2013,6164,8670,-2506,-0.4066,-11937,36,15858.0,547079.0,8983955.0,336298.0,0.028987,62.2298,14.0
"Coruña, A",2013,6164,8670,-2506,-0.4066,-11937,36,15858.0,591082.0,8983955.0,336298.0,0.026829,62.2298,14.0
"Coruña, A",2014,5356,9002,-3646,-0.6807,-1140,39,15378.0,1132735.0,9734450.0,341521.0,0.013576,62.3709,18.0
"Coruña, A",2014,5356,9002,-3646,-0.6807,-1140,39,15378.0,544075.0,9734450.0,341521.0,0.028264,62.3709,18.0
"Coruña, A",2014,5356,9002,-3646,-0.6807,-1140,39,15378.0,588660.0,9734450.0,341521.0,0.026124,62.3709,18.0
"Coruña, A",2015,11038,9047,1991,0.1804,5637,15,16149.0,1127196.0,10714839.0,501321.0,0.014327,62.9849,20.0
"Coruña, A",2015,11038,9047,1991,0.1804,5637,15,16149.0,541292.0,10714839.0,501321.0,0.029834,62.9849,20.0
"Coruña, A",2015,11038,9047,1991,0.1804,5637,15,16149.0,585904.0,10714839.0,501321.0,0.027563,62.9849,20.0
"Coruña, A",2016,10913,8542,2371,0.2173,380,16,18066.0,1122799.0,11198856.0,504267.0,0.01609,63.8879,23.0
"Coruña, A",2016,10913,8542,2371,0.2173,380,16,18066.0,538878.0,11198856.0,504267.0,0.033525,63.8879,23.0
"Coruña, A",2016,10913,8542,2371,0.2173,380,16,18066.0,583921.0,11198856.0,504267.0,0.030939,63.8879,23.0
"Coruña, A",2017,3625,8272,-4647,-1.2819,-7018,41,19092.0,1120294.0,11494561.0,505335.0,0.017042,64.9751,24.0
"Coruña, A",2017,3625,8272,-4647,-1.2819,-7018,41,19092.0,537311.0,11494561.0,505335.0,0.035532,64.9751,24.0
"Coruña, A",2017,3625,8272,-4647,-1.2819,-7018,41,19092.0,582983.0,11494561.0,505335.0,0.032749,64.9751,24.0
"Coruña, A",2018,1611,8616,-7005,-4.3482,-2358,45,21756.0,1119351.0,10720377.0,492036.0,0.019436,66.9466,29.0
"Coruña, A",2018,1611,8616,-7005,-4.3482,-2358,45,21756.0,536637.0,10720377.0,492036.0,0.040541,66.9466,29.0
"Coruña, A",2018,1611,8616,-7005,-4.3482,-2358,45,21756.0,582714.0,10720377.0,492036.0,0.037336,66.9466,29.0
"Coruña, A",2019,3729,8641,-4912,-1.3172,2093,39,24180.0,1119596.0,11247427.0,490771.0,0.021597,70.6606,32.0
"Coruña, A",2019,3729,8641,-4912,-1.3172,2093,39,24180.0,536470.0,11247427.0,490771.0,0.045072,70.6606,32.0
"Coruña, A",2019,3729,8641,-4912,-1.3172,2093,39,24180.0,583126.0,11247427.0,490771.0,0.041466,70.6606,32.0
"Coruña, A",2020,3849,7228,-3379,-0.8779,1533,42,21054.0,1121815.0,4128236.0,331473.0,0.018768,75.6003,36.0
"Coruña, A",2020,3849,7228,-3379,-0.8779,1533,42,21054.0,537781.0,4128236.0,331473.0,0.03915,75.6003,36.0
"Coruña, A",2020,3849,7228,-3379,-0.8779,1533,42,21054.0,584034.0,4128236.0,331473.0,0.036049,75.6003,36.0
"Coruña, A",2021,7919,8625,-706,-0.0892,2673,31,27960.0,1120134.0,8085462.0,425891.0,0.024961,82.695,32.0
"Coruña, A",2021,7919,8625,-706,-0.0892,2673,31,27960.0,537004.0,8085462.0,425891.0,0.052067,82.695,32.0
"Coruña, A",2021,7919,8625,-706,-0.0892,2673,31,27960.0,583130.0,8085462.0,425891.0,0.047948,82.695,32.0
Cuenca,2008,15853,4601,11252,0.7098,,7,8862.0,215274.0,1923287.0,71675.0,0.041166,,
Cuenca,2008,15853,4601,11252,0.7098,,7,8862.0,109058.0,1923287.0,71675.0,0.08126,,
Cuenca,2008,15853,4601,11252,0.7098,,7,8862.0,106216.0,1923287.0,71675.0,0.083434,,
Cuenca,2009,4057,4308,-251,-0.0619,-11503,27,6894.0,217363.0,1750270.0,74941.0,0.031717,,
Cuenca,2009,4057,4308,-251,-0.0619,-11503,27,6894.0,110282.0,1750270.0,74941.0,0.062512,,
Cuenca,2009,4057,4308,-251,-0.0619,-11503,27,6894.0,107081.0,1750270.0,74941.0,0.064381,,
Cuenca,2010,2366,4513,-2147,-0.9074,-1896,34,4707.0,217716.0,1699987.0,75924.0,0.02162,,
Cuenca,2010,2366,4513,-2147,-0.9074,-1896,34,4707.0,110384.0,1699987.0,75924.0,0.042642,,
Cuenca,2010,2366,4513,-2147,-0.9074,-1896,34,4707.0,107332.0,1699987.0,75924.0,0.043855,,
Cuenca,2011,4719,4525,194,0.0411,2341,26,3501.0,219138.0,1626725.0,78402.0,0.015976,,
Cuenca,2011,4719,4525,194,0.0411,2341,26,3501.0,111052.0,1626725.0,78402.0,0.031526,,
Cuenca,2011,4719,4525,194,0.0411,2341,26,3501.0,108086.0,1626725.0,78402.0,0.032391,,
Cuenca,2012,2004,4727,-2723,-1.3588,-2917,34,4737.0,218036.0,1435792.0,74220.0,0.021726,,
Cuenca,2012,2004,4727,-2723,-1.3588,-2917,34,4737.0,110460.0,1435792.0,74220.0,0.042884,,
Cuenca,2012,2004,4727,-2723,-1.3588,-2917,34,4737.0,107576.0,1435792.0,74220.0,0.044034,,
Cuenca,2013,5860,4083,1777,0.3032,4500,18,4083.0,211899.0,1386343.0,70578.0,0.019269,25.7045,46.0
Cuenca,2013,5860,4083,1777,0.3032,4500,18,4083.0,107111.0,1386343.0,70578.0,0.038119,25.7045,46.0
Cuenca,2013,5860,4083,1777,0.3032,4500,18,4083.0,104788.0,1386343.0,70578.0,0.038964,25.7045,46.0
Cuenca,2014,13038,4014,9024,0.6921,7247,5,2898.0,207449.0,1357462.0,68327.0,0.01397,25.7045,46.0
Cuenca,2014,13038,4014,9024,0.6921,7247,5,2898.0,104586.0,1357462.0,68327.0,0.027709,25.7045,46.0
Cuenca,2014,13038,4014,9024,0.6921,7247,5,2898.0,102863.0,1357462.0,68327.0,0.028173,25.7045,46.0
Cuenca,2015,1108,4193,-3085,-2.7843,-12109,36,2787.0,203841.0,1462479.0,103281.0,0.013672,26.1027,50.0
Cuenca,2015,1108,4193,-3085,-2.7843,-12109,36,2787.0,102583.0,1462479.0,103281.0,0.027168,26.1027,50.0
Cuenca,2015,1108,4193,-3085,-2.7843,-12109,36,2787.0,101258.0,1462479.0,103281.0,0.027524,26.1027,50.0
Cuenca,2016,6834,3754,3080,0.4507,6165,14,3075.0,201071.0,1633279.0,101654.0,0.015293,26.1927,51.0
Cuenca,2016,6834,3754,3080,0.4507,6165,14,3075.0,101097.0,1633279.0,101654.0,0.030416,26.1927,51.0
Cuenca,2016,6834,3754,3080,0.4507,6165,14,3075.0,99974.0,1633279.0,101654.0,0.030758,26.1927,51.0
Cuenca,2017,5561,3327,2234,0.4017,-846,12,4233.0,198718.0,1635360.0,99781.0,0.021302,33.5286,52.0
Cuenca,2017,5561,3327,2234,0.4017,-846,12,4233.0,99821.0,1635360.0,99781.0,0.042406,33.5286,52.0
Cuenca,2017,5561,3327,2234,0.4017,-846,12,4233.0,98897.0,1635360.0,99781.0,0.042802,33.5286,52.0
Cuenca,2018,4454,3770,684,0.1536,-1550,26,4185.0,197222.0,1720146.0,105182.0,0.02122,55.4717,45.0
Cuenca,2018,4454,3770,684,0.1536,-1550,26,4185.0,98999.0,1720146.0,105182.0,0.042273,55.4717,45.0
Cuenca,2018,4454,3770,684,0.1536,-1550,26,4185.0,98223.0,1720146.0,105182.0,0.042607,55.4717,45.0
Cuenca,2019,20294,3666,16628,0.8194,15944,3,4527.0,196329.0,1736173.0,102320.0,0.023058,65.2037,41.0
Cuenca,2019,20294,3666,16628,0.8194,15944,3,4527.0,98542.0,1736173.0,102320.0,0.04594,65.2037,41.0
Cuenca,2019,20294,3666,16628,0.8194,15944,3,4527.0,97787.0,1736173.0,102320.0,0.046294,65.2037,41.0
Cuenca,2020,2127,2912,-785,-0.3691,-17413,33,4080.0,196139.0,805002.0,70203.0,0.020802,76.8813,32.0
Cuenca,2020,2127,2912,-785,-0.3691,-17413,33,4080.0,98430.0,805002.0,70203.0,0.041451,76.8813,32.0
Cuenca,2020,2127,2912,-785,-0.3691,-17413,33,4080.0,97709.0,805002.0,70203.0,0.041757,76.8813,32.0
Cuenca,2021,1531,3268,-1737,-1.1346,-952,37,5571.0,195516.0,1312910.0,87923.0,0.028494,75.0599,39.0
Cuenca,2021,1531,3268,-1737,-1.1346,-952,37,5571.0,98118.0,1312910.0,87923.0,0.056779,75.0599,39.0
Cuenca,2021,1531,3268,-1737,-1.1346,-952,37,5571.0,97398.0,1312910.0,87923.0,0.057198,75.0599,39.0
Cáceres,2008,20257,5388,14869,0.734,,5,14499.0,412498.0,3328723.0,128303.0,0.035149,,
Cáceres,2008,20257,5388,14869,0.734,,5,14499.0,205949.0,3328723.0,128303.0,0.070401,,
Cáceres,2008,20257,5388,14869,0.734,,5,14499.0,206549.0,3328723.0,128303.0,0.070196,,
Cáceres,2009,7318,4860,2458,0.3359,-12411,19,12189.0,413633.0,3328390.0,134184.0,0.029468,,
Cáceres,2009,7318,4860,2458,0.3359,-12411,19,12189.0,205638.0,3328390.0,134184.0,0.059274,,
Cáceres,2009,7318,4860,2458,0.3359,-12411,19,12189.0,207995.0,3328390.0,134184.0,0.058602,,
Cáceres,2010,6755,5235,1520,0.225,-938,24,11343.0,415083.0,3375927.0,137538.0,0.027327,,
Cáceres,2010,6755,5235,1520,0.225,-938,24,11343.0,206358.0,3375927.0,137538.0,0.054968,,
Cáceres,2010,6755,5235,1520,0.225,-938,24,11343.0,208725.0,3375927.0,137538.0,0.054344,,
Cáceres,2011,4901,5329,-428,-0.0873,-1948,28,9189.0,415446.0,3424001.0,139229.0,0.022118,,
Cáceres,2011,4901,5329,-428,-0.0873,-1948,28,9189.0,206573.0,3424001.0,139229.0,0.044483,,
Cáceres,2011,4901,5329,-428,-0.0873,-1948,28,9189.0,208873.0,3424001.0,139229.0,0.043993,,
Cáceres,2012,1170,5257,-4087,-3.4932,-3659,37,7908.0,413597.0,3266655.0,143232.0,0.01912,,
Cáceres,2012,1170,5257,-4087,-3.4932,-3659,37,7908.0,205634.0,3266655.0,143232.0,0.038457,,
Cáceres,2012,1170,5257,-4087,-3.4932,-3659,37,7908.0,207963.0,3266655.0,143232.0,0.038026,,
Cáceres,2013,7272,5087,2185,0.3005,6272,16,7284.0,410275.0,3223102.0,140700.0,0.017754,23.734,47.0
Cáceres,2013,7272,5087,2185,0.3005,6272,16,7284.0,203758.0,3223102.0,140700.0,0.035748,23.734,47.0
Cáceres,2013,7272,5087,2185,0.3005,6272,16,7284.0,206517.0,3223102.0,140700.0,0.035271,23.734,47.0
Cáceres,2014,3728,5317,-1589,-0.4262,-3774,31,6090.0,408703.0,3178290.0,137669.0,0.014901,25.0333,48.0
Cáceres,2014,3728,5317,-1589,-0.4262,-3774,31,6090.0,202962.0,3178290.0,137669.0,0.030006,25.0333,48.0
Cáceres,2014,3728,5317,-1589,-0.4262,-3774,31,6090.0,205741.0,3178290.0,137669.0,0.0296,25.0333,48.0
Cáceres,2015,18819,5367,13452,0.7148,15041,4,5610.0,406267.0,3531519.0,202562.0,0.013809,29.3613,47.0
Cáceres,2015,18819,5367,13452,0.7148,15041,4,5610.0,201702.0,3531519.0,202562.0,0.027813,29.3613,47.0
Cáceres,2015,18819,5367,13452,0.7148,15041,4,5610.0,204565.0,3531519.0,202562.0,0.027424,29.3613,47.0
Cáceres,2016,3508,5508,-2000,-0.5701,-15452,32,6192.0,403665.0,3837665.0,199822.0,0.015339,33.5922,46.0
Cáceres,2016,3508,5508,-2000,-0.5701,-15452,32,6192.0,200285.0,3837665.0,199822.0,0.030916,33.5922,46.0
Cáceres,2016,3508,5508,-2000,-0.5701,-15452,32,6192.0,203380.0,3837665.0,199822.0,0.030445,33.5922,46.0
Cáceres,2017,4545,5566,-1021,-0.2246,979,30,7239.0,400036.0,3823604.0,195639.0,0.018096,42.3811,49.0
Cáceres,2017,4545,5566,-1021,-0.2246,979,30,7239.0,198494.0,3823604.0,195639.0,0.03647,42.3811,49.0
Cáceres,2017,4545,5566,-1021,-0.2246,979,30,7239.0,201542.0,3823604.0,195639.0,0.035918,42.3811,49.0
Cáceres,2018,12531,5720,6811,0.5435,7832,9,8028.0,396487.0,3873907.0,189372.0,0.020248,48.8117,50.0
Cáceres,2018,12531,5720,6811,0.5435,7832,9,8028.0,196619.0,3873907.0,189372.0,0.04083,48.8117,50.0
Cáceres,2018,12531,5720,6811,0.5435,7832,9,8028.0,199868.0,3873907.0,189372.0,0.040167,48.8117,50.0
Cáceres,2019,5506,5613,-107,-0.0194,-6918,23,8283.0,394151.0,3889409.0,187275.0,0.021015,53.4211,48.0
Cáceres,2019,5506,5613,-107,-0.0194,-6918,23,8283.0,195388.0,3889409.0,187275.0,0.042393,53.4211,48.0
Cáceres,2019,5506,5613,-107,-0.0194,-6918,23,8283.0,198763.0,3889409.0,187275.0,0.041673,53.4211,48.0
Cáceres,2020,8336,4134,4202,0.5041,4309,13,8139.0,391850.0,1627191.0,127012.0,0.020771,68.8801,46.0
Cáceres,2020,8336,4134,4202,0.5041,4309,13,8139.0,194084.0,1627191.0,127012.0,0.041935,68.8801,46.0
Cáceres,2020,8336,4134,4202,0.5041,4309,13,8139.0,197766.0,1627191.0,127012.0,0.041155,68.8801,46.0
Cáceres,2021,9133,4745,4388,0.4805,186,13,10038.0,389558.0,2636040.0,157439.0,0.025768,79.7923,36.0
Cáceres,2021,9133,4745,4388,0.4805,186,13,10038.0,192951.0,2636040.0,157439.0,0.052024,79.7923,36.0
Cáceres,2021,9133,4745,4388,0.4805,186,13,10038.0,196607.0,2636040.0,157439.0,0.051056,79.7923,36.0
Cádiz,2008,18279,11455,6824,0.3733,,11,49767.0,1220467.0,18426683.0,555791.0,0.040777,,
Cádiz,2008,18279,11455,6824,0.3733,,11,49767.0,608616.0,18426683.0,555791.0,0.081771,,
Cádiz,2008,18279,11455,6824,0.3733,,11,49767.0,611851.0,18426683.0,555791.0,0.081338,,
Cádiz,2009,10814,11508,-694,-0.0642,-7518,29,34422.0,1230594.0,17662939.0,544926.0,0.027972,,
Cádiz,2009,10814,11508,-694,-0.0642,-7518,29,34422.0,609984.0,17662939.0,544926.0,0.056431,,
Cádiz,2009,10814,11508,-694,-0.0642,-7518,29,34422.0,620610.0,17662939.0,544926.0,0.055465,,
Cádiz,2010,3271,11540,-8269,-2.528,-7575,44,34491.0,1236739.0,16931305.0,542017.0,0.027889,,
Cádiz,2010,3271,11540,-8269,-2.528,-7575,44,34491.0,612833.0,16931305.0,542017.0,0.056281,,
Cádiz,2010,3271,11540,-8269,-2.528,-7575,44,34491.0,623906.0,16931305.0,542017.0,0.055282,,
Cádiz,2011,4619,12025,-7406,-1.6034,863,44,27426.0,1243519.0,17153987.0,543391.0,0.022055,,
Cádiz,2011,4619,12025,-7406,-1.6034,863,44,27426.0,615865.0,17153987.0,543391.0,0.044532,,
Cádiz,2011,4619,12025,-7406,-1.6034,863,44,27426.0,627654.0,17153987.0,543391.0,0.043696,,
Cádiz,2012,9762,11798,-2036,-0.2086,5370,32,24123.0,1245164.0,16529218.0,524052.0,0.019373,,
Cádiz,2012,9762,11798,-2036,-0.2086,5370,32,24123.0,616686.0,16529218.0,524052.0,0.039117,,
Cádiz,2012,9762,11798,-2036,-0.2086,5370,32,24123.0,628478.0,16529218.0,524052.0,0.038383,,
Cádiz,2013,2503,12023,-9520,-3.8034,-7484,47,21477.0,1238492.0,17080679.0,533929.0,0.017341,67.2616,9.0
Cádiz,2013,2503,12023,-9520,-3.8034,-7484,47,21477.0,612770.0,17080679.0,533929.0,0.035049,67.2616,9.0
Cádiz,2013,2503,12023,-9520,-3.8034,-7484,47,21477.0,625722.0,17080679.0,533929.0,0.034324,67.2616,9.0
Cádiz,2014,8289,12380,-4091,-0.4935,5429,42,23331.0,1240175.0,16916684.0,513227.0,0.018813,68.4217,13.0
