provincia,anyo,flujo_hombres,flujo_mujeres,flujo_total,ratio_feminizacion,brecha_absoluta,saldo_neto,tasa_atraccion,cob_100mbps_pct,compraventas_per_capita
Bizkaia,2019,9438.0,8398.0,17836.0,47.08454810495627,-1040.0,-5147,-1.3649,96.6585,0.05501
Bizkaia,2019,9438.0,8398.0,17836.0,47.08454810495627,-1040.0,-5147,-1.3649,96.6585,0.051299
Bizkaia,2020,9134.0,8012.0,17146.0,46.72809984836113,-1122.0,-2917,-0.5157,96.927,0.022914
Bizkaia,2020,9134.0,8012.0,17146.0,46.72809984836113,-1122.0,-2917,-0.5157,96.927,0.04746
Bizkaia,2020,9134.0,8012.0,17146.0,46.72809984836113,-1122.0,-2917,-0.5157,96.927,0.044306
Bizkaia,2021,10690.0,9244.0,19934.0,46.37303100230761,-1446.0,1139,0.1026,94.1827,0.028941
Bizkaia,2021,10690.0,9244.0,19934.0,46.37303100230761,-1446.0,1139,0.1026,94.1827,0.059934
Bizkaia,2021,10690.0,9244.0,19934.0,46.37303100230761,-1446.0,1139,0.1026,94.1827,0.055967
Burgos,2013,5175.0,4574.0,9749.0,46.917632577700275,-601.0,2143,0.3051,63.2866,0.020857
Burgos,2013,5175.0,4574.0,9749.0,46.917632577700275,-601.0,2143,0.3051,63.2866,0.041487
Burgos,2013,5175.0,4574.0,9749.0,46.917632577700275,-601.0,2143,0.3051,63.2866,0.041942
Burgos,2014,5038.0,4792.0,9830.0,48.74872838250254,-246.0,-552,-0.1267,63.3015,0.022232
Burgos,2014,5038.0,4792.0,9830.0,48.74872838250254,-246.0,-552,-0.1267,63.3015,0.04436
Burgos,2014,5038.0,4792.0,9830.0,48.74872838250254,-246.0,-552,-0.1267,63.3015,0.044569
Burgos,2015,4981.0,4718.0,9699.0,48.64419012269306,-263.0,12274,0.7169,65.1418,0.023728
Burgos,2015,4981.0,4718.0,9699.0,48.64419012269306,-263.0,12274,0.7169,65.1418,0.047419
Burgos,2015,4981.0,4718.0,9699.0,48.64419012269306,-263.0,12274,0.7169,65.1418,0.047493
Burgos,2016,4830.0,4688.0,9518.0,49.25404496743013,-142.0,12335,0.7218,66.6085,0.024424
Burgos,2016,4830.0,4688.0,9518.0,49.25404496743013,-142.0,12335,0.7218,66.6085,0.04887
Burgos,2016,4830.0,4688.0,9518.0,49.25404496743013,-142.0,12335,0.7218,66.6085,0.048827
Burgos,2017,4614.0,4398.0,9012.0,48.801597869507326,-216.0,8612,0.6565,68.7665,0.026677
Burgos,2017,4614.0,4398.0,9012.0,48.801597869507326,-216.0,8612,0.6565,68.7665,0.053404
Burgos,2017,4614.0,4398.0,9012.0,48.801597869507326,-216.0,8612,0.6565,68.7665,0.053305
Burgos,2018,4834.0,4586.0,9420.0,48.683651804670916,-248.0,4526,0.49,70.3901,0.029818
Burgos,2018,4834.0,4586.0,9420.0,48.683651804670916,-248.0,4526,0.49,70.3901,0.059702
Burgos,2018,4834.0,4586.0,9420.0,48.683651804670916,-248.0,4526,0.49,70.3901,0.059569
Burgos,2019,4782.0,4522.0,9304.0,48.60275150472915,-260.0,5624,0.5473,72.5706,0.028995
Burgos,2019,4782.0,4522.0,9304.0,48.60275150472915,-260.0,5624,0.5473,72.5706,0.058071
Burgos,2019,4782.0,4522.0,9304.0,48.60275150472915,-260.0,5624,0.5473,72.5706,0.057909
Burgos,2020,4246.0,3896.0,8142.0,47.85065094571358,-350.0,937,0.1871,76.0418,0.026875
Burgos,2020,4246.0,3896.0,8142.0,47.85065094571358,-350.0,937,0.1871,76.0418,0.053825
Burgos,2020,4246.0,3896.0,8142.0,47.85065094571358,-350.0,937,0.1871,76.0418,0.053677
Burgos,2021,4820.0,4296.0,9116.0,47.12593242650286,-524.0,9159,0.6677,71.8041,0.036121
Burgos,2021,4820.0,4296.0,9116.0,47.12593242650286,-524.0,9159,0.6677,71.8041,0.072285
Burgos,2021,4820.0,4296.0,9116.0,47.12593242650286,-524.0,9159,0.6677,71.8041,0.072198
Cantabria,2013,5889.0,5581.0,11470.0,48.65736704446382,-308.0,-1078,-0.2311,62.5512,0.0196
Cantabria,2013,5889.0,5581.0,11470.0,48.65736704446382,-308.0,-1078,-0.2311,62.5512,0.040192
Cantabria,2013,5889.0,5581.0,11470.0,48.65736704446382,-308.0,-1078,-0.2311,62.5512,0.038256
Cantabria,2014,6089.0,5620.0,11709.0,47.99726705952686,-469.0,5071,0.4642,62.7457,0.020355
Cantabria,2014,6089.0,5620.0,11709.0,47.99726705952686,-469.0,5071,0.4642,62.7457,0.041781
Cantabria,2014,6089.0,5620.0,11709.0,47.99726705952686,-469.0,5071,0.4642,62.7457,0.039692
Cantabria,2015,5951.0,5613.0,11564.0,48.5385679695607,-338.0,-713,-0.1408,63.5443,0.022065
Cantabria,2015,5951.0,5613.0,11564.0,48.5385679695607,-338.0,-713,-0.1408,63.5443,0.045339
Cantabria,2015,5951.0,5613.0,11564.0,48.5385679695607,-338.0,-713,-0.1408,63.5443,0.042984
Cantabria,2016,5560.0,5528.0,11088.0,49.855699855699854,-32.0,396,0.0667,65.8866,0.024429
Cantabria,2016,5560.0,5528.0,11088.0,49.855699855699854,-32.0,396,0.0667,65.8866,0.05026
Cantabria,2016,5560.0,5528.0,11088.0,49.855699855699854,-32.0,396,0.0667,65.8866,0.047534
Cantabria,2017,5844.0,5324.0,11168.0,47.67191977077364,-520.0,-166,-0.0306,68.3338,0.028641
Cantabria,2017,5844.0,5324.0,11168.0,47.67191977077364,-520.0,-166,-0.0306,68.3338,0.058976
Cantabria,2017,5844.0,5324.0,11168.0,47.67191977077364,-520.0,-166,-0.0306,68.3338,0.055681
Cantabria,2018,5878.0,5634.0,11512.0,48.940236275191104,-244.0,-2891,-1.0091,75.1535,0.033478
Cantabria,2018,5878.0,5634.0,11512.0,48.940236275191104,-244.0,-2891,-1.0091,75.1535,0.06899
Cantabria,2018,5878.0,5634.0,11512.0,48.940236275191104,-244.0,-2891,-1.0091,75.1535,0.065039
Cantabria,2019,6072.0,5716.0,11788.0,48.48998982015609,-356.0,-3837,-1.8653,75.5473,0.032717
Cantabria,2019,6072.0,5716.0,11788.0,48.48998982015609,-356.0,-3837,-1.8653,75.5473,0.067463
Cantabria,2019,6072.0,5716.0,11788.0,48.48998982015609,-356.0,-3837,-1.8653,75.5473,0.063523
Cantabria,2020,4798.0,4520.0,9318.0,48.50826357587465,-278.0,-1335,-0.4016,76.995,0.028785
Cantabria,2020,4798.0,4520.0,9318.0,48.50826357587465,-278.0,-1335,-0.4016,76.995,0.059382
Cantabria,2020,4798.0,4520.0,9318.0,48.50826357587465,-278.0,-1335,-0.4016,76.995,0.055866
Cantabria,2021,5872.0,5298.0,11170.0,47.43061772605193,-574.0,357,0.0601,91.892,0.039495
Cantabria,2021,5872.0,5298.0,11170.0,47.43061772605193,-574.0,357,0.0601,91.892,0.081464
Cantabria,2021,5872.0,5298.0,11170.0,47.43061772605193,-574.0,357,0.0601,91.892,0.076661
Castellón/Castelló,2013,7121.0,6421.0,13542.0,47.415448235120365,-700.0,-2101,-0.4495,65.6337,0.029372
Castellón/Castelló,2013,7121.0,6421.0,13542.0,47.415448235120365,-700.0,-2101,-0.4495,65.6337,0.058716
Castellón/Castelló,2013,7121.0,6421.0,13542.0,47.415448235120365,-700.0,-2101,-0.4495,65.6337,0.058771
Castellón/Castelló,2014,7552.0,6535.0,14087.0,46.39028891886136,-1017.0,5981,0.4593,65.6804,0.028989
Castellón/Castelló,2014,7552.0,6535.0,14087.0,46.39028891886136,-1017.0,5981,0.4593,65.6804,0.058165
Castellón/Castelló,2014,7552.0,6535.0,14087.0,46.39028891886136,-1017.0,5981,0.4593,65.6804,0.05779
Castellón/Castelló,2015,7457.0,6382.0,13839.0,46.11604884746008,-1075.0,-3155,-0.8386,65.9668,0.029118
Castellón/Castelló,2015,7457.0,6382.0,13839.0,46.11604884746008,-1075.0,-3155,-0.8386,65.9668,0.058525
Castellón/Castelló,2015,7457.0,6382.0,13839.0,46.11604884746008,-1075.0,-3155,-0.8386,65.9668,0.057948
Castellón/Castelló,2016,6977.0,6037.0,13014.0,46.388504687259875,-940.0,4726,0.4208,67.4798,0.032245
Castellón/Castelló,2016,6977.0,6037.0,13014.0,46.388504687259875,-940.0,4726,0.4208,67.4798,0.064899
Castellón/Castelló,2016,6977.0,6037.0,13014.0,46.388504687259875,-940.0,4726,0.4208,67.4798,0.064088
Castellón/Castelló,2017,6318.0,5732.0,12050.0,47.56846473029046,-586.0,-1710,-0.3963,71.0154,0.03779
Castellón/Castelló,2017,6318.0,5732.0,12050.0,47.56846473029046,-586.0,-1710,-0.3963,71.0154,0.07618
Castellón/Castelló,2017,6318.0,5732.0,12050.0,47.56846473029046,-586.0,-1710,-0.3963,71.0154,0.074989
Castellón/Castelló,2018,5980.0,5378.0,11358.0,47.34988554322944,-602.0,-356,-0.0669,79.0186,0.045559
Castellón/Castelló,2018,5980.0,5378.0,11358.0,47.34988554322944,-602.0,-356,-0.0669,79.0186,0.091783
Castellón/Castelló,2018,5980.0,5378.0,11358.0,47.34988554322944,-602.0,-356,-0.0669,79.0186,0.090463
Castellón/Castelló,2019,6196.0,5412.0,11608.0,46.62301860785665,-784.0,5395,0.4817,81.9703,0.045344
Castellón/Castelló,2019,6196.0,5412.0,11608.0,46.62301860785665,-784.0,5395,0.4817,81.9703,0.091288
Castellón/Castelló,2019,6196.0,5412.0,11608.0,46.62301860785665,-784.0,5395,0.4817,81.9703,0.090097
Castellón/Castelló,2020,5104.0,4510.0,9614.0,46.910755148741416,-594.0,1926,0.2861,90.3136,0.034811
Castellón/Castelló,2020,5104.0,4510.0,9614.0,46.910755148741416,-594.0,1926,0.2861,90.3136,0.0701
Castellón/Castelló,2020,5104.0,4510.0,9614.0,46.910755148741416,-594.0,1926,0.2861,90.3136,0.069151
Castellón/Castelló,2021,5798.0,4966.0,10764.0,46.13526570048309,-832.0,-654,-0.1383,86.4464,0.051367
Castellón/Castelló,2021,5798.0,4966.0,10764.0,46.13526570048309,-832.0,-654,-0.1383,86.4464,0.103481
Castellón/Castelló,2021,5798.0,4966.0,10764.0,46.13526570048309,-832.0,-654,-0.1383,86.4464,0.101999
Ceuta,2013,2521.0,1564.0,4085.0,38.28641370869033,-957.0,17627,0.896,43.8586,0.008482
Ceuta,2013,2521.0,1564.0,4085.0,38.28641370869033,-957.0,17627,0.896,43.8586,0.016582
Ceuta,2013,2521.0,1564.0,4085.0,38.28641370869033,-957.0,17627,0.896,43.8586,0.017364
Ceuta,2014,2662.0,1758.0,4420.0,39.7737556561086,-904.0,1830,0.4534,87.0584,0.011511
Ceuta,2014,2662.0,1758.0,4420.0,39.7737556561086,-904.0,1830,0.4534,87.0584,0.022558
Ceuta,2014,2662.0,1758.0,4420.0,39.7737556561086,-904.0,1830,0.4534,87.0584,0.023505
Ceuta,2015,2720.0,1883.0,4603.0,40.90810341081903,-837.0,42485,0.9487,86.2561,0.012603
Ceuta,2015,2720.0,1883.0,4603.0,40.90810341081903,-837.0,42485,0.9487,86.2561,0.024838
Ceuta,2015,2720.0,1883.0,4603.0,40.90810341081903,-837.0,42485,0.9487,86.2561,0.025587
Ceuta,2016,2339.0,1674.0,4013.0,41.71442810864689,-665.0,1947,0.4932,84.8878,0.01292
Ceuta,2016,2339.0,1674.0,4013.0,41.71442810864689,-665.0,1947,0.4932,84.8878,0.025487
Ceuta,2016,2339.0,1674.0,4013.0,41.71442810864689,-665.0,1947,0.4932,84.8878,0.026204
Ceuta,2017,2302.0,1742.0,4044.0,43.07616221562809,-560.0,69070,0.9716,86.8763,0.015466
Ceuta,2017,2302.0,1742.0,4044.0,43.07616221562809,-560.0,69070,0.9716,86.8763,0.030534
Ceuta,2017,2302.0,1742.0,4044.0,43.07616221562809,-560.0,69070,0.9716,86.8763,0.031342
Ceuta,2018,2700.0,1934.0,4634.0,41.73500215796288,-766.0,3911,0.628,85.7237,0.014939
Ceuta,2018,2700.0,1934.0,4634.0,41.73500215796288,-766.0,3911,0.628,85.7237,0.02946
Ceuta,2018,2700.0,1934.0,4634.0,41.73500215796288,-766.0,3911,0.628,85.7237,0.03031
Ceuta,2019,2966.0,2122.0,5088.0,41.7059748427673,-844.0,12671,0.8328,91.343,0.029513
Ceuta,2019,2966.0,2122.0,5088.0,41.7059748427673,-844.0,12671,0.8328,91.343,0.058305
Ceuta,2019,2966.0,2122.0,5088.0,41.7059748427673,-844.0,12671,0.8328,91.343,0.059764
Ceuta,2020,2564.0,2024.0,4588.0,44.11508282476024,-540.0,4972,0.6843,92.7817,0.011508
Ceuta,2020,2564.0,2024.0,4588.0,44.11508282476024,-540.0,4972,0.6843,92.7817,0.022777
Ceuta,2020,2564.0,2024.0,4588.0,44.11508282476024,-540.0,4972,0.6843,92.7817,0.02326
Ceuta,2021,3604.0,2440.0,6044.0,40.370615486432825,-1164.0,826,0.2147,99.2822,0.011064
Ceuta,2021,3604.0,2440.0,6044.0,40.370615486432825,-1164.0,826,0.2147,99.2822,0.021892
Ceuta,2021,3604.0,2440.0,6044.0,40.370615486432825,-1164.0,826,0.2147,99.2822,0.022368
Ciudad Real,2013,6747.0,6501.0,13248.0,49.07155797101449,-246.0,2909,0.305,29.5737,0.017413
Ciudad Real,2013,6747.0,6501.0,13248.0,49.07155797101449,-246.0,2909,0.305,29.5737,0.035038
Ciudad Real,2013,6747.0,6501.0,13248.0,49.07155797101449,-246.0,2909,0.305,29.5737,0.034615
Ciudad Real,2014,6671.0,6317.0,12988.0,48.637203572528485,-354.0,-3155,-0.9452,33.6215,0.015635
Ciudad Real,2014,6671.0,6317.0,12988.0,48.637203572528485,-354.0,-3155,-0.9452,33.6215,0.031498
Ciudad Real,2014,6671.0,6317.0,12988.0,48.637203572528485,-354.0,-3155,-0.9452,33.6215,0.031044
Ciudad Real,2015,6956.0,6786.0,13742.0,49.38145830301266,-170.0,2133,0.2369,34.8282,0.013291
Ciudad Real,2015,6956.0,6786.0,13742.0,49.38145830301266,-170.0,2133,0.2369,34.8282,0.026822
Ciudad Real,2015,6956.0,6786.0,13742.0,49.38145830301266,-170.0,2133,0.2369,34.8282,0.026348
Ciudad Real,2016,6674.0,6524.0,13198.0,49.431732080618275,-150.0,-1072,-0.1941,40.1907,0.014648
Ciudad Real,2016,6674.0,6524.0,13198.0,49.431732080618275,-150.0,-1072,-0.1941,40.1907,0.0296
Ciudad Real,2016,6674.0,6524.0,13198.0,49.431732080618275,-150.0,-1072,-0.1941,40.1907,0.028999
Ciudad Real,2017,6622.0,6602.0,13224.0,49.92437991530551,-20.0,1857,0.2193,52.301,0.017824
Ciudad Real,2017,6622.0,6602.0,13224.0,49.92437991530551,-20.0,1857,0.2193,52.301,0.036073
Ciudad Real,2017,6622.0,6602.0,13224.0,49.92437991530551,-20.0,1857,0.2193,52.301,0.035233
Ciudad Real,2018,6818.0,6656.0,13474.0,49.39884221463559,-162.0,876,0.1151,64.8208,0.019193
Ciudad Real,2018,6818.0,6656.0,13474.0,49.39884221463559,-162.0,876,0.1151,64.8208,0.038835
Ciudad Real,2018,6818.0,6656.0,13474.0,49.39884221463559,-162.0,876,0.1151,64.8208,0.037945
Ciudad Real,2019,6662.0,6364.0,13026.0,48.856133886074005,-298.0,31109,0.8269,70.847,0.021059
Ciudad Real,2019,6662.0,6364.0,13026.0,48.856133886074005,-298.0,31109,0.8269,70.847,0.042634
Ciudad Real,2019,6662.0,6364.0,13026.0,48.856133886074005,-298.0,31109,0.8269,70.847,0.041613
Ciudad Real,2020,4746.0,4828.0,9574.0,50.42824315855442,82.0,85,0.0174,86.0293,0.019156
Ciudad Real,2020,4746.0,4828.0,9574.0,50.42824315855442,82.0,85,0.0174,86.0293,0.038731
Ciudad Real,2020,4746.0,4828.0,9574.0,50.42824315855442,82.0,85,0.0174,86.0293,0.037901
Ciudad Real,2021,6026.0,5650.0,11676.0,48.38985954093868,-376.0,1524,0.207,88.0528,0.026072
Ciudad Real,2021,6026.0,5650.0,11676.0,48.38985954093868,-376.0,1524,0.207,88.0528,0.052686
Ciudad Real,2021,6026.0,5650.0,11676.0,48.38985954093868,-376.0,1524,0.207,88.0528,0.051614
"Coruña, A",2013,8850.0,8478.0,17328.0,48.92659279778393,-372.0,-2506,-0.4066,62.2298,0.013933
"Coruña, A",2013,8850.0,8478.0,17328.0,48.92659279778393,-372.0,-2506,-0.4066,62.2298,0.028987
"Coruña, A",2013,8850.0,8478.0,17328.0,48.92659279778393,-372.0,-2506,-0.4066,62.2298,0.026829
"Coruña, A",2014,9280.0,8730.0,18010.0,48.47307051637979,-550.0,-3646,-0.6807,62.3709,0.013576
"Coruña, A",2014,9280.0,8730.0,18010.0,48.47307051637979,-550.0,-3646,-0.6807,62.3709,0.028264
"Coruña, A",2014,9280.0,8730.0,18010.0,48.47307051637979,-550.0,-3646,-0.6807,62.3709,0.026124
"Coruña, A",2015,9244.0,8852.0,18096.0,48.91688770999116,-392.0,1991,0.1804,62.9849,0.014327
"Coruña, A",2015,9244.0,8852.0,18096.0,48.91688770999116,-392.0,1991,0.1804,62.9849,0.029834
"Coruña, A",2015,9244.0,8852.0,18096.0,48.91688770999116,-392.0,1991,0.1804,62.9849,0.027563
"Coruña, A",2016,8882.0,8207.0,17089.0,48.025045350810466,-675.0,2371,0.2173,63.8879,0.01609
"Coruña, A",2016,8882.0,8207.0,17089.0,48.025045350810466,-675.0,2371,0.2173,63.8879,0.033525
"Coruña, A",2016,8882.0,8207.0,17089.0,48.025045350810466,-675.0,2371,0.2173,63.8879,0.030939
"Coruña, A",2017,8562.0,7982.0,16544.0,48.247098646034814,-580.0,-4647,-1.2819,64.9751,0.017042
"Coruña, A",2017,8562.0,7982.0,16544.0,48.247098646034814,-580.0,-4647,-1.2819,64.9751,0.035532
"Coruña, A",2017,8562.0,7982.0,16544.0,48.247098646034814,-580.0,-4647,-1.2819,64.9751,0.032749
"Coruña, A",2018,8960.0,8272.0,17232.0,48.00371402042711,-688.0,-7005,-4.3482,66.9466,0.019436
"Coruña, A",2018,8960.0,8272.0,17232.0,48.00371402042711,-688.0,-7005,-4.3482,66.9466,0.040541
"Coruña, A",2018,8960.0,8272.0,17232.0,48.00371402042711,-688.0,-7005,-4.3482,66.9466,0.037336
"Coruña, A",2019,8924.0,8358.0,17282.0,48.36245804883694,-566.0,-4912,-1.3172,70.6606,0.021597
"Coruña, A",2019,8924.0,8358.0,17282.0,48.36245804883694,-566.0,-4912,-1.3172,70.6606,0.045072
"Coruña, A",2019,8924.0,8358.0,17282.0,48.36245804883694,-566.0,-4912,-1.3172,70.6606,0.041466
"Coruña, A",2020,7498.0,6958.0,14456.0,48.132263420033205,-540.0,-3379,-0.8779,75.6003,0.018768
"Coruña, A",2020,7498.0,6958.0,14456.0,48.132263420033205,-540.0,-3379,-0.8779,75.6003,0.03915
"Coruña, A",2020,7498.0,6958.0,14456.0,48.132263420033205,-540.0,-3379,-0.8779,75.6003,0.036049
"Coruña, A",2021,9002.0,8248.0,17250.0,47.81449275362319,-754.0,-706,-0.0892,82.695,0.024961
"Coruña, A",2021,9002.0,8248.0,17250.0,47.81449275362319,-754.0,-706,-0.0892,82.695,0.052067
"Coruña, A",2021,9002.0,8248.0,17250.0,47.81449275362319,-754.0,-706,-0.0892,82.695,0.047948
Cuenca,2013,4096.0,4062.0,8158.0,49.79161559205688,-34.0,1777,0.3032,25.7045,0.019269
Cuenca,2013,4096.0,4062.0,8158.0,49.79161559205688,-34.0,1777,0.3032,25.7045,0.038119
Cuenca,2013,4096.0,4062.0,8158.0,49.79161559205688,-34.0,1777,0.3032,25.7045,0.038964
Cuenca,2014,3973.0,4065.0,8038.0,50.572281662105,92.0,9024,0.6921,25.7045,0.01397
Cuenca,2014,3973.0,4065.0,8038.0,50.572281662105,92.0,9024,0.6921,25.7045,0.027709
Cuenca,2014,3973.0,4065.0,8038.0,50.572281662105,92.0,9024,0.6921,25.7045,0.028173
Cuenca,2015,4253.0,4148.0,8401.0,49.37507439590525,-105.0,-3085,-2.7843,26.1027,0.013672
Cuenca,2015,4253.0,4148.0,8401.0,49.37507439590525,-105.0,-3085,-2.7843,26.1027,0.027168
Cuenca,2015,4253.0,4148.0,8401.0,49.37507439590525,-105.0,-3085,-2.7843,26.1027,0.027524
Cuenca,2016,3817.0,3703.0,7520.0,49.24202127659574,-114.0,3080,0.4507,26.1927,0.015293
Cuenca,2016,3817.0,3703.0,7520.0,49.24202127659574,-114.0,3080,0.4507,26.1927,0.030416
Cuenca,2016,3817.0,3703.0,7520.0,49.24202127659574,-114.0,3080,0.4507,26.1927,0.030758
Cuenca,2017,3440.0,3214.0,6654.0,48.301773369401864,-226.0,2234,0.4017,33.5286,0.021302
Cuenca,2017,3440.0,3214.0,6654.0,48.301773369401864,-226.0,2234,0.4017,33.5286,0.042406
Cuenca,2017,3440.0,3214.0,6654.0,48.301773369401864,-226.0,2234,0.4017,33.5286,0.042802
Cuenca,2018,3894.0,3646.0,7540.0,48.35543766578249,-248.0,684,0.1536,55.4717,0.02122
Cuenca,2018,3894.0,3646.0,7540.0,48.35543766578249,-248.0,684,0.1536,55.4717,0.042273
Cuenca,2018,3894.0,3646.0,7540.0,48.35543766578249,-248.0,684,0.1536,55.4717,0.042607
Cuenca,2019,3724.0,3608.0,7332.0,49.208947081287505,-116.0,16628,0.8194,65.2037,0.023058
Cuenca,2019,3724.0,3608.0,7332.0,49.208947081287505,-116.0,16628,0.8194,65.2037,0.04594
Cuenca,2019,3724.0,3608.0,7332.0,49.208947081287505,-116.0,16628,0.8194,65.2037,0.046294
Cuenca,2020,3020.0,2804.0,5824.0,48.145604395604394,-216.0,-785,-0.3691,76.8813,0.020802
Cuenca,2020,3020.0,2804.0,5824.0,48.145604395604394,-216.0,-785,-0.3691,76.8813,0.041451
Cuenca,2020,3020.0,2804.0,5824.0,48.145604395604394,-216.0,-785,-0.3691,76.8813,0.041757
Cuenca,2021,3340.0,3196.0,6536.0,48.8984088127295,-144.0,-1737,-1.1346,75.0599,0.028494
Cuenca,2021,3340.0,3196.0,6536.0,48.8984088127295,-144.0,-1737,-1.1346,75.0599,0.056779
Cuenca,2021,3340.0,3196.0,6536.0,48.8984088127295,-144.0,-1737,-1.1346,75.0599,0.057198
Cáceres,2013,5065.0,5099.0,10164.0,50.167256985438804,34.0,2185,0.3005,23.734,0.017754
Cáceres,2013,5065.0,5099.0,10164.0,50.167256985438804,34.0,2185,0.3005,23.734,0.035748
Cáceres,2013,5065.0,5099.0,10164.0,50.167256985438804,34.0,2185,0.3005,23.734,0.035271
Cáceres,2014,5367.0,5277.0,10644.0,49.57722660653889,-90.0,-1589,-0.4262,25.0333,0.014901
Cáceres,2014,5367.0,5277.0,10644.0,49.57722660653889,-90.0,-1589,-0.4262,25.0333,0.030006
Cáceres,2014,5367.0,5277.0,10644.0,49.57722660653889,-90.0,-1589,-0.4262,25.0333,0.0296
Cáceres,2015,5449.0,5288.0,10737.0,49.25025612368445,-161.0,13452,0.7148,29.3613,0.013809
Cáceres,2015,5449.0,5288.0,10737.0,49.25025612368445,-161.0,13452,0.7148,29.3613,0.027813
Cáceres,2015,5449.0,5288.0,10737.0,49.25025612368445,-161.0,13452,0.7148,29.3613,0.027424
Cáceres,2016,5607.0,5414.0,11021.0,49.12439887487523,-193.0,-2000,-0.5701,33.5922,0.015339
Cáceres,2016,5607.0,5414.0,11021.0,49.12439887487523,-193.0,-2000,-0.5701,33.5922,0.030916
Cáceres,2016,5607.0,5414.0,11021.0,49.12439887487523,-193.0,-2000,-0.5701,33.5922,0.030445
Cáceres,2017,5644.0,5488.0,11132.0,49.29931728350701,-156.0,-1021,-0.2246,42.3811,0.018096
Cáceres,2017,5644.0,5488.0,11132.0,49.29931728350701,-156.0,-1021,-0.2246,42.3811,0.03647
Cáceres,2017,5644.0,5488.0,11132.0,49.29931728350701,-156.0,-1021,-0.2246,42.3811,0.035918
Cáceres,2018,5818.0,5622.0,11440.0,49.14335664335665,-196.0,6811,0.5435,48.8117,0.020248
Cáceres,2018,5818.0,5622.0,11440.0,49.14335664335665,-196.0,6811,0.5435,48.8117,0.04083
Cáceres,2018,5818.0,5622.0,11440.0,49.14335664335665,-196.0,6811,0.5435,48.8117,0.040167
Cáceres,2019,5722.0,5504.0,11226.0,49.02903972920007,-218.0,-107,-0.0194,53.4211,0.021015
Cáceres,2019,5722.0,5504.0,11226.0,49.02903972920007,-218.0,-107,-0.0194,53.4211,0.042393
Cáceres,2019,5722.0,5504.0,11226.0,49.02903972920007,-218.0,-107,-0.0194,53.4211,0.041673
Cáceres,2020,4334.0,3934.0,8268.0,47.581035316884375,-400.0,4202,0.5041,68.8801,0.020771
Cáceres,2020,4334.0,3934.0,8268.0,47.581035316884375,-400.0,4202,0.5041,68.8801,0.041935
Cáceres,2020,4334.0,3934.0,8268.0,47.581035316884375,-400.0,4202,0.5041,68.8801,0.041155
Cáceres,2021,4814.0,4676.0,9490.0,49.27291886195996,-138.0,4388,0.4805,79.7923,0.025768
Cáceres,2021,4814.0,4676.0,9490.0,49.27291886195996,-138.0,4388,0.4805,79.7923,0.052024
Cáceres,2021,4814.0,4676.0,9490.0,49.27291886195996,-138.0,4388,0.4805,79.7923,0.051056
Cádiz,2013,12661.0,11377.0,24038.0,47.32922872119145,-1284.0,-9520,-3.8034,67.2616,0.017341
Cádiz,2013,12661.0,11377.0,24038.0,47.32922872119145,-1284.0,-9520,-3.8034,67.2616,0.035049
Cádiz,2013,12661.0,11377.0,24038.0,47.32922872119145,-1284.0,-9520,-3.8034,67.2616,0.034324
Cádiz,2014,13195.0,11567.0,24762.0,46.7127049511348,-1628.0,-4091,-0.4935,68.4217,0.018813
Cádiz,2014,13195.0,11567.0,24762.0,46.7127049511348,-1628.0,-4091,-0.4935,68.4217,0.038039
Cádiz,2014,13195.0,11567.0,24762.0,46.7127049511348,-1628.0,-4091,-0.4935,68.4217,0.03722
Cádiz,2015,13391.0,11717.0,25108.0,46.666401147044766,-1674.0,64333,0.8367,69.9987,0.021953
Cádiz,2015,13391.0,11717.0,25108.0,46.666401147044766,-1674.0,64333,0.8367,69.9987,0.044411
Cádiz,2015,13391.0,11717.0,25108.0,46.666401147044766,-1674.0,64333,0.8367,69.9987,0.043413
Cádiz,2016,13051.0,11521.0,24572.0,46.88670030929513,-1530.0,-9234,-3.0256,71.1589,0.024963
Cádiz,2016,13051.0,11521.0,24572.0,46.88670030929513,-1530.0,-9234,-3.0256,71.1589,0.050503
Cádiz,2016,13051.0,11521.0,24572.0,46.88670030929513,-1530.0,-9234,-3.0256,71.1589,0.049361
Cádiz,2017,13556.0,11910.0,25466.0,46.76824000628289,-1646.0,-8303,-1.8743,78.3134,0.026322
Cádiz,2017,13556.0,11910.0,25466.0,46.76824000628289,-1646.0,-8303,-1.8743,78.3134,0.053292
Cádiz,2017,13556.0,11910.0,25466.0,46.76824000628289,-1646.0,-8303,-1.8743,78.3134,0.052013
Cádiz,2018,13998.0,12048.0,26046.0,46.256622897949775,-1950.0,-6803,-1.0937,82.7307,0.03255
Cádiz,2018,13998.0,12048.0,26046.0,46.256622897949775,-1950.0,-6803,-1.0937,82.7307,0.065952
Cádiz,2018,13998.0,12048.0,26046.0,46.256622897949775,-1950.0,-6803,-1.0937,82.7307,0.06427
Cádiz,2019,13788.0,12238.0,26026.0,47.022208560670094,-1550.0,-4084,-0.4574,84.0373,0.033047
Cádiz,2019,13788.0,12238.0,26026.0,47.022208560670094,-1550.0,-4084,-0.4574,84.0373,0.066989
Cádiz,2019,13788.0,12238.0,26026.0,47.022208560670094,-1550.0,-4084,-0.4574,84.0373,0.065222
Cádiz,2020,10506.0,9026.0,19532.0,46.2113454843334,-1480.0,-2745,-0.391,86.6337,0.026804
